reliability_status,pass_probability_pct,avg_margin_cw,tim_id,mpn,type,heatsink_model,heatsink_r_th,calculated_tim_r_cw,threshold_limit_cw,max_t_case_99,cost_per_app,k_wmk,thickness_mm,manufacturer,description
PASS,100.0,0.6679,TP-0027,TG-A6200-11-11-1.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1572,0.8252,83.01,60.82,6.2,1.0,t-Global Technology,Thermal Pad Blue 11.00mm x 11.00mm Square Tacky - Both Sides
FAIL,0.0,-0.2862,TP-0028,TG-A3500-10-10-4.0,Thermal Pad,ModuleLED_Micro_8560,1.5,1.1114,0.8252,121.86,73.59,3.5,3.99,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.5813,TP-0029,LI98-28-28-0.25,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2439,0.8252,86.55,9.39,1.0,0.25,t-Global Technology,Thermal Pad White 28.00mm x 28.00mm Square Adhesive - Both Sides
PASS,100.0,0.5812,TP-0030,TG-T1000-10-10-0.25-5PT,Thermal Pad,ModuleLED_Micro_8560,1.5,0.244,0.8252,86.53,73.59,1.0,0.25,t-Global Technology,Thermal Pad White 10.00mm x 10.00mm Square Adhesive - Both Sides
PASS,100.0,0.6302,TP-0031,SP400-0.007-AC-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1949,0.8252,84.54,31.82,0.9,0.18,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.717,TP-0032,TG-A9000-10-10-1.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1081,0.8252,81.02,76.99,9.0,1.0,t-Global Technology,Thermal Pad Pink 10.00mm x 10.00mm Square
PASS,100.0,0.63,TP-0033,SP400-0.007-00-104,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1952,0.8252,84.55,17.29,0.9,0.18,Bergquist,Thermal Pad Gray 25.40mm x 19.05mm Rectangular
PASS,100.0,0.8188,TP-0034,T62-30-30-0.13,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0063,0.8252,76.87,9.3,20.0,0.13,t-Global Technology,Thermal Pad Black 30.00mm x 30.00mm Square
PASS,100.0,0.7466,TP-0035,TG-A6200-15-15-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0786,0.8252,79.81,37.19,6.2,0.5,t-Global Technology,Thermal Pad Blue 15.00mm x 15.00mm Square Tacky - Both Sides
FAIL,0.0,-0.5687,TP-0036,TG-A3500-10-10-5.0,Thermal Pad,ModuleLED_Micro_8560,1.5,1.3939,0.8252,133.35,86.97,3.5,5.0,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.5763,TP-0037,SP400-0.009-00-90,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2489,0.8252,86.77,22.01,0.9,0.23,Bergquist,Thermal Pad Gray 21.84mm x 18.80mm Rectangular
PASS,100.0,0.5894,TP-0038,TG-A6200-10-10-1.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2357,0.8252,86.21,90.37,6.2,1.5,t-Global Technology,Thermal Pad Blue 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.685,TP-0039,SP900S-0.009-AC-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1401,0.8252,82.31,40.12,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.685,TP-0040,SP900S-0.009-00-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1401,0.8252,82.32,40.12,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular
PASS,100.0,0.5762,TP-0041,SP400-0.009-00-51,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2489,0.8252,86.76,40.3,0.9,0.23,Bergquist,Thermal Pad Gray 17.45mm x 14.27mm Rectangular
PASS,100.0,0.7472,TP-0042,TG-A1250-10-10-1.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0779,0.8252,79.79,107.04,12.5,1.0,t-Global Technology,Thermal Pad Green 10.00mm x 10.00mm Square
PASS,100.0,0.6547,TP-0043,HF115AC-0.0055-AC-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1704,0.8252,83.56,45.65,0.8,0.14,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.6383,TP-0044,1009-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1869,0.8252,84.22,45.65,1.2,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular
PASS,100.0,0.7127,TP-0045,SPK10-0.006-00-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1125,0.8252,81.18,48.41,1.3,0.15,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular
PASS,100.0,0.6851,TP-0046,SP900S-0.009-00-90,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1401,0.8252,82.32,28.53,1.6,0.23,Bergquist,Thermal Pad Pink 21.84mm x 18.80mm Rectangular
PASS,100.0,0.6849,TP-0047,SP900S-0.009-00-104,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1402,0.8252,82.32,24.89,1.6,0.23,Bergquist,Thermal Pad Pink 25.40mm x 19.05mm Rectangular
PASS,100.0,0.6851,TP-0048,SP900S-0.009-AC-58,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1401,0.8252,82.32,52.54,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.5004,TP-0049,2188938,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3247,0.8252,89.86,52.28,0.9,0.3,Bergquist,"Thermal Pad Gray, Green 25.02mm x 11.00mm Round"
PASS,100.0,0.7861,TP-0050,TG-A1250-15-15-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.039,0.8252,78.2,65.41,12.5,0.5,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,0.5942,TP-0051,CP23-TO220-21.5-11.4-5.8-0.45,Thermal Pad,ModuleLED_Micro_8560,1.5,0.231,0.8252,86.01,65.51,1.9,0.45,t-Global Technology,Thermal Pad Gray 21.50mm x 11.40mm x 5.80mm Rectangular
PASS,100.0,0.8146,TP-0052,THJP0603AST1,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0106,0.8252,77.04,13873.09,70.0,0.76,Vishay Dale Thin Film,Thermal Pad 1.55mm x 0.84mm Rectangular
PASS,100.0,0.6627,TP-0053,53-77-9G,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1625,0.8252,83.22,79.73,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular"
PASS,100.0,0.5946,TP-0054,CP33-TO247-28.5-17.5-5.8-0.45,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2306,0.8252,86.0,42.92,1.9,0.45,t-Global Technology,Thermal Pad Gray 28.50mm x 17.50mm x 5.80mm Rectangular
PASS,100.0,0.7125,TP-0055,SPK10-0.006-00-58,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1126,0.8252,81.18,92.65,1.3,0.15,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular
PASS,100.0,0.7618,TP-0056,Q3-0.005-00-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0634,0.8252,79.19,94.02,2.0,0.13,Bergquist,Thermal Pad Black 19.05mm x 12.70mm Rectangular
PASS,100.0,0.5,TP-0057,SPT400-12-13.5-25,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3252,0.8252,89.83,69.32,0.9,0.3,Bergquist,"Thermal Pad Gray, Green 25.02mm x 13.50mm Round"
PASS,100.0,0.7472,TP-0058,TG-A1250-15-15-1.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0779,0.8252,79.79,104.07,12.5,1.0,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,0.5814,TP-0059,60-11-8302-1674,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2438,0.8252,86.54,103.74,1.0,0.25,Parker Chomerics,Thermal Pad Blue 18.03mm x 12.70mm Rectangular
PASS,100.0,0.7126,TP-0060,SPK10-0.006-00-90,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1126,0.8252,81.2,58.66,1.3,0.15,Bergquist,Thermal Pad Beige 21.84mm x 18.80mm Rectangular
PASS,100.0,0.5325,TP-0061,175-6-220P,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2926,0.8252,88.52,106.84,0.5,0.15,Wakefield Thermal Solutions,Thermal Pad Gray 18.00mm x 12.70mm Rectangular
PASS,100.0,0.7128,TP-0062,SPK10-0.006-00-104,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1123,0.8252,81.19,51.86,1.3,0.15,Bergquist,Thermal Pad Beige 25.40mm x 19.05mm Rectangular
PASS,100.0,0.6627,TP-0063,53-77-4G,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1625,0.8252,83.24,107.84,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular"
PASS,100.0,0.8223,TP-0064,THJP0612AST1,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0029,0.8252,76.73,7889.05,259.0,0.76,Vishay Dale Thin Film,Thermal Pad 1.06mm x 3.20mm Rectangular
PASS,100.0,0.6547,TP-0065,HF115AC-0.0055-AC-90,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1705,0.8252,83.54,66.04,0.8,0.14,Bergquist,Thermal Pad Gray 21.84mm x 18.79mm Rectangular Adhesive - One Side
PASS,100.0,0.6626,TP-0066,53-77-4ACG,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1625,0.8252,83.22,116.14,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular Adhesive - One Side"
PASS,100.0,0.679,TP-0067,173-7-240A,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1462,0.8252,82.56,125.51,1.2,0.18,Wakefield Thermal Solutions,Thermal Pad Gray 19.10mm x 12.70mm Rectangular Adhesive - One Side
FAIL,1.46,-0.1533,TP-0068,TG-APC93-20-20-2.0-0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.9785,0.8252,116.49,81.13,2.0,2.01,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square
FAIL,45.59,-0.0106,TP-0069,TG-A3500-25-25-3.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.8357,0.8252,110.57,55.13,3.5,3.0,t-Global Technology,Thermal Pad Yellow 25.00mm x 25.00mm Square Tacky - Both Sides
PASS,100.0,0.6627,TP-0070,53-77-9ACG,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1624,0.8252,83.23,142.97,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular Adhesive - One Side"
PASS,100.0,0.5091,TP-0071,TG-A6200-20-20-2.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.316,0.8252,89.47,101.2,6.2,2.01,t-Global Technology,Thermal Pad Blue 20.00mm x 20.00mm Square Tacky - Both Sides
PASS,100.0,0.601,TP-0072,SP600-104,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2241,0.8252,85.73,89.87,1.0,0.23,Bergquist,Thermal Pad Green 25.40mm x 19.05mm Rectangular
PASS,100.0,0.6684,TP-0073,TG-A1250-15-15-2.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1567,0.8252,83.0,197.75,12.5,2.01,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,0.7194,TP-0074,SP2000-0.015-00-104,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1058,0.8252,80.93,100.93,3.5,0.38,Bergquist,Thermal Pad White 25.40mm x 19.05mm Rectangular
FAIL,0.0,-3.1376,TP-0075,TG-AH486-21-15-13.0-1A,Thermal Pad,ModuleLED_Micro_8560,1.5,3.9628,0.8252,237.44,161.6,3.2,13.0,t-Global Technology,Thermal Pad Gray 21.00mm x 15.00mm Rectangular Adhesive - One Side
PASS,100.0,0.824,TP-0076,QB0603B25WYT,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0012,0.8252,76.66,45749.91,50.0,0.06,KYOCERA AVX,Thermal Pad 1.52mm x 0.76mm Rectangular
PASS,100.0,0.7862,TP-0077,TG-A1250-30-30-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.039,0.8252,78.2,60.21,12.5,0.5,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square
PASS,100.0,0.8223,TP-0078,THJP1225AST1,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0029,0.8252,76.73,2989.15,259.0,0.76,Vishay Dale Thin Film,Thermal Pad 3.20mm x 6.40mm Rectangular
FAIL,0.0,-1.3121,TP-0079,TG-AH486-35-10-7.0-0,Thermal Pad,ModuleLED_Micro_8560,1.5,2.1373,0.8252,163.6,184.47,3.2,7.01,t-Global Technology,Thermal Pad Gray 35.00mm x 10.00mm Rectangular
PASS,100.0,0.7618,TP-0080,HSP-2,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0634,0.8252,79.19,26.73,2.0,0.13,Sensata-Crydom,Thermal Pad Black 57.15mm x 44.45mm Rectangular Adhesive - One Side
PASS,100.0,0.4377,TP-0081,TG-A486G-20-20-2.5-0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3875,0.8252,92.4,169.77,6.3,2.5,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square Tacky - Both Sides
PASS,100.0,0.813,TP-0082,407150015050,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0122,0.8252,77.1,325.6,400.0,5.0,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
PASS,100.0,0.8178,TP-0083,407150015030,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0073,0.8252,76.91,325.6,400.0,3.0,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
FAIL,0.0,-0.9993,TP-0084,TG-AH486-45-25-6.0-0,Thermal Pad,ModuleLED_Micro_8560,1.5,1.8244,0.8252,150.92,72.85,3.2,5.99,t-Global Technology,Thermal Pad Gray 45.00mm x 25.00mm Rectangular
PASS,100.0,0.7764,TP-0085,407150015200,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0488,0.8252,78.59,367.22,400.0,19.99,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
PASS,100.0,0.8152,TP-0086,QB0805A40WYT,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0099,0.8252,77.01,32308.5,100.0,1.02,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular
PASS,100.0,0.8152,TP-0087,QB0805B40WYT,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0099,0.8252,77.01,32308.5,100.0,1.02,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular
FAIL,0.0,-1.9138,TP-0088,TG-AH486-25-25-9.0-0,Thermal Pad,ModuleLED_Micro_8560,1.5,2.7389,0.8252,188.12,135.41,3.2,8.99,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square
PASS,100.0,0.8215,TP-0089,407150045015,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0037,0.8252,76.76,127.36,400.0,1.5,Würth Elektronik,Thermal Pad Black 45.00mm x 15.00mm Rectangular Adhesive - Both Sides
PASS,100.0,0.744,TP-0090,EAPUS SARCON GR-HM 10.8X10.8X0.5MM,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0811,0.8252,79.92,816.21,6.0,0.5,ADLINK Technology,"Thermal Interface Products Pad,Type=GR-Hm,Size=10.8x10.8x0.5mm,K=6W/mK,Color=Reddish Gray"
FAIL,0.0,-0.7997,TP-0091,EAPUS SARCON XR-Hl 16.5X7.5X2.0MM,Thermal Pad,ModuleLED_Micro_8560,1.5,1.6249,0.8252,142.68,769.31,1.2,2.0,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=16.5x7.5x2.0mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-1.2052,TP-0092,EAPUS SARCON XR-Hl 20X10X2.5MM,Thermal Pad,ModuleLED_Micro_8560,1.5,2.0304,0.8252,159.4,476.01,1.2,2.5,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=20x10x2.5mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-1.2086,TP-0093,EAPUS SARCON XR-Hl 35X11X2.5MM,Thermal Pad,ModuleLED_Micro_8560,1.5,2.0338,0.8252,159.56,247.28,1.2,2.5,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=35x11x2.5mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-1.6104,TP-0094,EAPUS SARCON XR-Hl 12X14X3.0MM,Thermal Pad,ModuleLED_Micro_8560,1.5,2.4355,0.8252,175.83,566.68,1.2,3.0,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=12x14x3.0mm,K=1.2W/mK,Color=Black"
PASS,100.0,0.6824,TP-0095,60-11-5791-1671,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1427,0.8252,82.43,385.28,2.6,0.38,Parker Chomerics,Thermal Pad White 17.45mm x 14.28mm Rectangular
PASS,100.0,0.6625,TP-0096,PL-05-3-254,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1627,0.8252,83.24,150.36,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 3 W/m-K, 25.4x25.4mm, Green"
PASS,100.0,0.6826,TP-0097,60-11-8302-1671,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1425,0.8252,82.42,425.12,2.6,0.38,Parker Chomerics,Thermal Pad White 18.03mm x 12.70mm Rectangular
PASS,100.0,0.7862,TP-0098,TG-A1250-40-40-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.039,0.8252,78.2,61.68,12.5,0.5,t-Global Technology,Thermal Pad Green 40.00mm x 40.00mm Square
PASS,100.0,0.7278,TP-0099,PL-05-5-254,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0974,0.8252,80.58,156.58,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,0.6625,TP-0100,PL-05-3-254-H,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1627,0.8252,83.23,157.1,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 3 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,0.7275,TP-0101,PL-05-5-254-H,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0977,0.8252,80.58,162.8,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 25.4x25.4mm, Hyper Soft"
FAIL,0.0,-1.1233,TP-0102,PL-2-1-254,Thermal Pad,ModuleLED_Micro_8560,1.5,1.9485,0.8252,155.87,163.84,1.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 1 W/m-K, 25.4x25.4mm, Grey"
PASS,100.0,0.1749,TP-0103,PL-2-3-254,Thermal Pad,ModuleLED_Micro_8560,1.5,0.6503,0.8252,103.13,175.24,3.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 25.4x25.4mm, Green"
PASS,100.0,0.174,TP-0104,PL-2-3-254-H,Thermal Pad,ModuleLED_Micro_8560,1.5,0.6512,0.8252,103.11,181.99,3.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,0.63,TP-0105,PL-1-5-254,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1952,0.8252,84.56,185.1,5.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,0.7194,TP-0106,SP2000-0.015-00-58,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1058,0.8252,80.92,529.55,3.5,0.38,Bergquist,Thermal Pad White 19.05mm x 12.70mm Rectangular
FAIL,0.0,-0.5673,TP-0107,TG-A3500-40-40-5.0,Thermal Pad,ModuleLED_Micro_8560,1.5,1.3924,0.8252,133.4,80.49,3.5,5.0,t-Global Technology,Thermal Pad Yellow 40.00mm x 40.00mm Square Tacky - Both Sides
PASS,100.0,0.5208,TP-0108,TG-AH486-100-100-1.0-0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3044,0.8252,89.02,15.86,3.2,1.0,t-Global Technology,Thermal Pad Gray 100.00mm x 100.00mm Square
PASS,100.0,0.4353,TP-0109,PL-2-5-254-H,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3899,0.8252,92.51,253.54,5.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,0.6685,TP-0110,TG-A1250-30-30-2.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1567,0.8252,82.99,182.49,12.5,2.01,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square
PASS,100.0,0.3374,TP-0111,PL-05-1-1016,Thermal Pad,ModuleLED_Micro_8560,1.5,0.4877,0.8252,96.46,16.79,1.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey"
PASS,100.0,0.5913,TP-0112,TG-A1250-25-25-3.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2339,0.8252,86.14,279.91,12.5,3.0,t-Global Technology,Thermal Pad Green 25.00mm x 25.00mm Square
PASS,100.0,0.4352,TP-0113,PL-2-5-254,Thermal Pad,ModuleLED_Micro_8560,1.5,0.39,0.8252,92.49,281.01,5.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,0.7977,TP-0114,TG-A1780-25-25-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0274,0.8252,77.72,294.36,17.8,0.5,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square
PASS,100.0,0.1759,TP-0115,PL-1-1.5-76X127-15,Thermal Pad,ModuleLED_Micro_8560,1.5,0.6492,0.8252,103.1,21.88,1.5,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1.5 W/mK, 76.2x127mm, Grey"
PASS,100.0,0.8251,TP-0116,4051100100017,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0,0.8252,76.61,22.41,1800.0,0.04,Würth Elektronik,Thermal Pad 100.00mm x 100.00mm Square Acrylic
PASS,100.0,0.7084,TP-0117,TG-A1250-40-40-1.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1168,0.8252,81.38,143.21,12.5,1.5,t-Global Technology,Thermal Pad Green 40.00mm x 40.00mm Square
FAIL,1.69,-0.1492,TP-0118,PL-1-1-1016,Thermal Pad,ModuleLED_Micro_8560,1.5,0.9743,0.8252,116.32,22.42,1.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey"
PASS,100.0,0.5327,TP-0119,COH-1706-200-05,Thermal Pad,ModuleLED_Micro_8560,1.5,0.2925,0.8252,88.52,5.81,1.7,0.51,Taica North America Corporation,Thermal Pad Gray 200.00mm x 200.00mm Square Tacky - Both Sides
FAIL,0.0,-0.3928,TP-0120,SoftFlex-B016-20-01-0762-0762,Thermal Pad,ModuleLED_Micro_8560,1.5,1.2179,0.8252,126.24,44.07,1.6,2.0,Aavid,"Thermal Interface Products SoftFlex Pad, 1.6 W/mK Conductivity, 2mm Thick, 1-Side Adhesive, 76.2x76.2mm"
PASS,100.0,0.7978,TP-0121,TG-A1780-30-30-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0274,0.8252,77.72,288.41,17.8,0.5,t-Global Technology,Thermal Pad Gray 30.00mm x 30.00mm Square
PASS,100.0,0.7276,TP-0122,TG-A6200F-100-100-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0975,0.8252,80.58,28.2,5.0,0.5,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - One Side
PASS,100.0,0.7192,TP-0123,SP2000-0.015-00-54,Thermal Pad,ModuleLED_Micro_8560,1.5,0.106,0.8252,80.93,1349.4,3.5,0.38,Bergquist,Thermal Pad White 19.05mm x 12.70mm Rectangular
PASS,100.0,0.7277,TP-0124,PL-05-5-1016,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0974,0.8252,80.57,31.79,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 101.6x101.6mm, Gold"
FAIL,0.0,-0.4941,TP-0125,GP1500-0.080-02-0404,Thermal Pad,ModuleLED_Micro_8560,1.5,1.3192,0.8252,130.35,33.77,1.5,2.03,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides
PASS,100.0,0.6631,TP-0126,PL-05-3-1016-H,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1621,0.8252,83.21,35.09,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thick, 3 W/m-K, 101.6x101.6mm, Hyper Soft"
FAIL,1.84,-0.1486,TP-0127,PLF-1-1-76X127-40,Thermal Pad,ModuleLED_Micro_8560,1.5,0.9738,0.8252,116.29,38.19,1.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 1 W/m-K, 76x127mm, White"
PASS,100.0,0.5003,TP-0128,PL-1-3-76X127-30,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3249,0.8252,89.86,39.27,3.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 76.2x127mm, Blue"
PASS,100.0,0.6681,TP-0129,TG-A6200-100-100-1.0,Thermal Pad,ModuleLED_Micro_8560,1.5,0.1571,0.8252,83.0,39.0,6.2,1.0,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - Both Sides
PASS,100.0,0.7978,TP-0130,TG-A1780-40-40-0.5,Thermal Pad,ModuleLED_Micro_8560,1.5,0.0274,0.8252,77.72,247.32,17.8,0.5,t-Global Technology,Thermal Pad Gray 40.00mm x 40.00mm Square
PASS,100.0,0.4937,TP-0131,GP1500-0.020-02-0404,Thermal Pad,ModuleLED_Micro_8560,1.5,0.3314,0.8252,90.12,40.18,1.5,0.51,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides
