reliability_status,pass_probability_pct,avg_margin_cw,tim_id,mpn,type,heatsink_model,heatsink_r_th,calculated_tim_r_cw,threshold_limit_cw,max_t_case_99,cost_per_app,k_wmk,thickness_mm,manufacturer,description
PASS,100.0,0.9679,TP-0027,TG-A6200-11-11-1.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1573,1.1252,72.68,60.82,6.2,1.0,t-Global Technology,Thermal Pad Blue 11.00mm x 11.00mm Square Tacky - Both Sides
FAIL,57.71,0.0138,TP-0028,TG-A3500-10-10-4.0,Thermal Pad,ModuleLED_Micro_8680,1.2,1.1114,1.1252,111.63,73.59,3.5,3.99,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.8817,TP-0029,LI98-28-28-0.25,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2435,1.1252,76.21,9.39,1.0,0.25,t-Global Technology,Thermal Pad White 28.00mm x 28.00mm Square Adhesive - Both Sides
PASS,100.0,0.8812,TP-0030,TG-T1000-10-10-0.25-5PT,Thermal Pad,ModuleLED_Micro_8680,1.2,0.244,1.1252,76.24,73.59,1.0,0.25,t-Global Technology,Thermal Pad White 10.00mm x 10.00mm Square Adhesive - Both Sides
PASS,100.0,0.9305,TP-0031,SP400-0.007-AC-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1946,1.1252,74.2,31.82,0.9,0.18,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,1.0168,TP-0032,TG-A9000-10-10-1.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1084,1.1252,70.71,76.99,9.0,1.0,t-Global Technology,Thermal Pad Pink 10.00mm x 10.00mm Square
PASS,100.0,0.9302,TP-0033,SP400-0.007-00-104,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1949,1.1252,74.22,17.29,0.9,0.18,Bergquist,Thermal Pad Gray 25.40mm x 19.05mm Rectangular
PASS,100.0,1.1188,TP-0034,T62-30-30-0.13,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0063,1.1252,66.55,9.3,20.0,0.13,t-Global Technology,Thermal Pad Black 30.00mm x 30.00mm Square
PASS,100.0,1.0465,TP-0035,TG-A6200-15-15-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0786,1.1252,69.49,37.19,6.2,0.5,t-Global Technology,Thermal Pad Blue 15.00mm x 15.00mm Square Tacky - Both Sides
FAIL,0.0,-0.268,TP-0036,TG-A3500-10-10-5.0,Thermal Pad,ModuleLED_Micro_8680,1.2,1.3931,1.1252,122.93,86.97,3.5,5.0,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.8759,TP-0037,SP400-0.009-00-90,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2492,1.1252,76.44,22.01,0.9,0.23,Bergquist,Thermal Pad Gray 21.84mm x 18.80mm Rectangular
PASS,100.0,0.8893,TP-0038,TG-A6200-10-10-1.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2359,1.1252,75.91,90.37,6.2,1.5,t-Global Technology,Thermal Pad Blue 10.00mm x 10.00mm Square Tacky - Both Sides
PASS,100.0,0.985,TP-0039,SP900S-0.009-AC-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1402,1.1252,72.01,40.12,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.985,TP-0040,SP900S-0.009-00-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1402,1.1252,72.0,40.12,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular
PASS,100.0,0.8759,TP-0041,SP400-0.009-00-51,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2492,1.1252,76.4,40.3,0.9,0.23,Bergquist,Thermal Pad Gray 17.45mm x 14.27mm Rectangular
PASS,100.0,1.0472,TP-0042,TG-A1250-10-10-1.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0779,1.1252,69.47,107.04,12.5,1.0,t-Global Technology,Thermal Pad Green 10.00mm x 10.00mm Square
PASS,100.0,0.9547,TP-0043,HF115AC-0.0055-AC-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1705,1.1252,73.22,45.65,0.8,0.14,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.9382,TP-0044,1009-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1869,1.1252,73.91,45.65,1.2,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular
PASS,100.0,1.0128,TP-0045,SPK10-0.006-00-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1124,1.1252,70.87,48.41,1.3,0.15,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular
PASS,100.0,0.985,TP-0046,SP900S-0.009-00-90,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1402,1.1252,71.99,28.53,1.6,0.23,Bergquist,Thermal Pad Pink 21.84mm x 18.80mm Rectangular
PASS,100.0,0.985,TP-0047,SP900S-0.009-00-104,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1401,1.1252,72.01,24.89,1.6,0.23,Bergquist,Thermal Pad Pink 25.40mm x 19.05mm Rectangular
PASS,100.0,0.9848,TP-0048,SP900S-0.009-AC-58,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1404,1.1252,71.99,52.54,1.6,0.23,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side
PASS,100.0,0.7999,TP-0049,2188938,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3252,1.1252,79.53,52.28,0.9,0.3,Bergquist,"Thermal Pad Gray, Green 25.02mm x 11.00mm Round"
PASS,100.0,1.0861,TP-0050,TG-A1250-15-15-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.039,1.1252,67.88,65.41,12.5,0.5,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,0.894,TP-0051,CP23-TO220-21.5-11.4-5.8-0.45,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2311,1.1252,75.7,65.51,1.9,0.45,t-Global Technology,Thermal Pad Gray 21.50mm x 11.40mm x 5.80mm Rectangular
PASS,100.0,1.1146,TP-0052,THJP0603AST1,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0106,1.1252,66.72,13873.09,70.0,0.76,Vishay Dale Thin Film,Thermal Pad 1.55mm x 0.84mm Rectangular
PASS,100.0,0.9626,TP-0053,53-77-9G,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1625,1.1252,72.9,79.73,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular"
PASS,100.0,0.894,TP-0054,CP33-TO247-28.5-17.5-5.8-0.45,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2312,1.1252,75.7,42.92,1.9,0.45,t-Global Technology,Thermal Pad Gray 28.50mm x 17.50mm x 5.80mm Rectangular
PASS,100.0,1.013,TP-0055,SPK10-0.006-00-58,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1122,1.1252,70.87,92.65,1.3,0.15,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular
PASS,100.0,1.0617,TP-0056,Q3-0.005-00-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0634,1.1252,68.86,94.02,2.0,0.13,Bergquist,Thermal Pad Black 19.05mm x 12.70mm Rectangular
PASS,100.0,0.8001,TP-0057,SPT400-12-13.5-25,Thermal Pad,ModuleLED_Micro_8680,1.2,0.325,1.1252,79.53,69.32,0.9,0.3,Bergquist,"Thermal Pad Gray, Green 25.02mm x 13.50mm Round"
PASS,100.0,1.0472,TP-0058,TG-A1250-15-15-1.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.078,1.1252,69.46,104.07,12.5,1.0,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,0.8816,TP-0059,60-11-8302-1674,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2435,1.1252,76.22,103.74,1.0,0.25,Parker Chomerics,Thermal Pad Blue 18.03mm x 12.70mm Rectangular
PASS,100.0,1.0126,TP-0060,SPK10-0.006-00-90,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1125,1.1252,70.87,58.66,1.3,0.15,Bergquist,Thermal Pad Beige 21.84mm x 18.80mm Rectangular
PASS,100.0,0.8329,TP-0061,175-6-220P,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2923,1.1252,78.19,106.84,0.5,0.15,Wakefield Thermal Solutions,Thermal Pad Gray 18.00mm x 12.70mm Rectangular
PASS,100.0,1.0126,TP-0062,SPK10-0.006-00-104,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1126,1.1252,70.86,51.86,1.3,0.15,Bergquist,Thermal Pad Beige 25.40mm x 19.05mm Rectangular
PASS,100.0,0.9625,TP-0063,53-77-4G,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1626,1.1252,72.91,107.84,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular"
PASS,100.0,1.1223,TP-0064,THJP0612AST1,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0029,1.1252,66.4,7889.05,259.0,0.76,Vishay Dale Thin Film,Thermal Pad 1.06mm x 3.20mm Rectangular
PASS,100.0,0.9546,TP-0065,HF115AC-0.0055-AC-90,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1705,1.1252,73.23,66.04,0.8,0.14,Bergquist,Thermal Pad Gray 21.84mm x 18.79mm Rectangular Adhesive - One Side
PASS,100.0,0.9629,TP-0066,53-77-4ACG,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1623,1.1252,72.9,116.14,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular Adhesive - One Side"
PASS,100.0,0.9791,TP-0067,173-7-240A,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1461,1.1252,72.23,125.51,1.2,0.18,Wakefield Thermal Solutions,Thermal Pad Gray 19.10mm x 12.70mm Rectangular Adhesive - One Side
FAIL,95.69,0.1458,TP-0068,TG-APC93-20-20-2.0-0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.9794,1.1252,106.21,81.13,2.0,2.01,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square
PASS,100.0,0.2894,TP-0069,TG-A3500-25-25-3.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.8358,1.1252,100.32,55.13,3.5,3.0,t-Global Technology,Thermal Pad Yellow 25.00mm x 25.00mm Square Tacky - Both Sides
PASS,100.0,0.9626,TP-0070,53-77-9ACG,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1625,1.1252,72.9,142.97,0.9,0.15,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular Adhesive - One Side"
PASS,100.0,0.8089,TP-0071,TG-A6200-20-20-2.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3163,1.1252,79.17,101.2,6.2,2.01,t-Global Technology,Thermal Pad Blue 20.00mm x 20.00mm Square Tacky - Both Sides
PASS,100.0,0.9009,TP-0072,SP600-104,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2243,1.1252,75.41,89.87,1.0,0.23,Bergquist,Thermal Pad Green 25.40mm x 19.05mm Rectangular
PASS,100.0,0.9682,TP-0073,TG-A1250-15-15-2.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1569,1.1252,72.68,197.75,12.5,2.01,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square
PASS,100.0,1.0194,TP-0074,SP2000-0.015-00-104,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1058,1.1252,70.61,100.93,3.5,0.38,Bergquist,Thermal Pad White 25.40mm x 19.05mm Rectangular
FAIL,0.0,-2.8374,TP-0075,TG-AH486-21-15-13.0-1A,Thermal Pad,ModuleLED_Micro_8680,1.2,3.9625,1.1252,227.11,161.6,3.2,13.0,t-Global Technology,Thermal Pad Gray 21.00mm x 15.00mm Rectangular Adhesive - One Side
PASS,100.0,1.124,TP-0076,QB0603B25WYT,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0012,1.1252,66.34,45749.91,50.0,0.06,KYOCERA AVX,Thermal Pad 1.52mm x 0.76mm Rectangular
PASS,100.0,1.0861,TP-0077,TG-A1250-30-30-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.039,1.1252,67.88,60.21,12.5,0.5,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square
PASS,100.0,1.1223,TP-0078,THJP1225AST1,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0029,1.1252,66.4,2989.15,259.0,0.76,Vishay Dale Thin Film,Thermal Pad 3.20mm x 6.40mm Rectangular
FAIL,0.0,-1.0129,TP-0079,TG-AH486-35-10-7.0-0,Thermal Pad,ModuleLED_Micro_8680,1.2,2.1381,1.1252,153.27,184.47,3.2,7.01,t-Global Technology,Thermal Pad Gray 35.00mm x 10.00mm Rectangular
PASS,100.0,1.0617,TP-0080,HSP-2,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0634,1.1252,68.87,26.73,2.0,0.13,Sensata-Crydom,Thermal Pad Black 57.15mm x 44.45mm Rectangular Adhesive - One Side
PASS,100.0,0.7382,TP-0081,TG-A486G-20-20-2.5-0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.387,1.1252,82.06,169.77,6.3,2.5,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square Tacky - Both Sides
PASS,100.0,1.113,TP-0082,407150015050,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0122,1.1252,66.78,325.6,400.0,5.0,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
PASS,100.0,1.1178,TP-0083,407150015030,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0073,1.1252,66.59,325.6,400.0,3.0,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
FAIL,0.0,-0.6981,TP-0084,TG-AH486-45-25-6.0-0,Thermal Pad,ModuleLED_Micro_8680,1.2,1.8233,1.1252,140.51,72.85,3.2,5.99,t-Global Technology,Thermal Pad Gray 45.00mm x 25.00mm Rectangular
PASS,100.0,1.0765,TP-0085,407150015200,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0487,1.1252,68.28,367.22,400.0,19.99,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides
PASS,100.0,1.1152,TP-0086,QB0805A40WYT,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0099,1.1252,66.69,32308.5,100.0,1.02,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular
PASS,100.0,1.1152,TP-0087,QB0805B40WYT,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0099,1.1252,66.69,32308.5,100.0,1.02,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular
FAIL,0.0,-1.615,TP-0088,TG-AH486-25-25-9.0-0,Thermal Pad,ModuleLED_Micro_8680,1.2,2.7401,1.1252,177.74,135.41,3.2,8.99,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square
PASS,100.0,1.1215,TP-0089,407150045015,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0037,1.1252,66.44,127.36,400.0,1.5,Würth Elektronik,Thermal Pad Black 45.00mm x 15.00mm Rectangular Adhesive - Both Sides
PASS,100.0,1.0439,TP-0090,EAPUS SARCON GR-HM 10.8X10.8X0.5MM,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0813,1.1252,69.6,816.21,6.0,0.5,ADLINK Technology,"Thermal Interface Products Pad,Type=GR-Hm,Size=10.8x10.8x0.5mm,K=6W/mK,Color=Reddish Gray"
FAIL,0.0,-0.498,TP-0091,EAPUS SARCON XR-Hl 16.5X7.5X2.0MM,Thermal Pad,ModuleLED_Micro_8680,1.2,1.6231,1.1252,132.39,769.31,1.2,2.0,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=16.5x7.5x2.0mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-0.9064,TP-0092,EAPUS SARCON XR-Hl 20X10X2.5MM,Thermal Pad,ModuleLED_Micro_8680,1.2,2.0316,1.1252,148.99,476.01,1.2,2.5,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=20x10x2.5mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-0.9056,TP-0093,EAPUS SARCON XR-Hl 35X11X2.5MM,Thermal Pad,ModuleLED_Micro_8680,1.2,2.0307,1.1252,149.32,247.28,1.2,2.5,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=35x11x2.5mm,K=1.2W/mK,Color=Black"
FAIL,0.0,-1.3136,TP-0094,EAPUS SARCON XR-Hl 12X14X3.0MM,Thermal Pad,ModuleLED_Micro_8680,1.2,2.4388,1.1252,165.32,566.68,1.2,3.0,ADLINK Technology,"Thermal Interface Products Pad,Type=XR-HL,Size=12x14x3.0mm,K=1.2W/mK,Color=Black"
PASS,100.0,0.9827,TP-0095,60-11-5791-1671,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1425,1.1252,72.09,385.28,2.6,0.38,Parker Chomerics,Thermal Pad White 17.45mm x 14.28mm Rectangular
PASS,100.0,0.9627,TP-0096,PL-05-3-254,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1625,1.1252,72.91,150.36,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 3 W/m-K, 25.4x25.4mm, Green"
PASS,100.0,0.9827,TP-0097,60-11-8302-1671,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1425,1.1252,72.08,425.12,2.6,0.38,Parker Chomerics,Thermal Pad White 18.03mm x 12.70mm Rectangular
PASS,100.0,1.0861,TP-0098,TG-A1250-40-40-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0391,1.1252,67.88,61.68,12.5,0.5,t-Global Technology,Thermal Pad Green 40.00mm x 40.00mm Square
PASS,100.0,1.0276,TP-0099,PL-05-5-254,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0975,1.1252,70.26,156.58,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,0.9627,TP-0100,PL-05-3-254-H,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1624,1.1252,72.9,157.1,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 3 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,1.0277,TP-0101,PL-05-5-254-H,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0975,1.1252,70.26,162.8,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 25.4x25.4mm, Hyper Soft"
FAIL,0.0,-0.825,TP-0102,PL-2-1-254,Thermal Pad,ModuleLED_Micro_8680,1.2,1.9501,1.1252,145.63,163.84,1.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 1 W/m-K, 25.4x25.4mm, Grey"
PASS,100.0,0.4751,TP-0103,PL-2-3-254,Thermal Pad,ModuleLED_Micro_8680,1.2,0.65,1.1252,92.72,175.24,3.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 25.4x25.4mm, Green"
PASS,100.0,0.476,TP-0104,PL-2-3-254-H,Thermal Pad,ModuleLED_Micro_8680,1.2,0.6492,1.1252,92.72,181.99,3.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,0.9302,TP-0105,PL-1-5-254,Thermal Pad,ModuleLED_Micro_8680,1.2,0.195,1.1252,74.23,185.1,5.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,1.0193,TP-0106,SP2000-0.015-00-58,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1059,1.1252,70.6,529.55,3.5,0.38,Bergquist,Thermal Pad White 19.05mm x 12.70mm Rectangular
FAIL,0.0,-0.2682,TP-0107,TG-A3500-40-40-5.0,Thermal Pad,ModuleLED_Micro_8680,1.2,1.3933,1.1252,123.11,80.49,3.5,5.0,t-Global Technology,Thermal Pad Yellow 40.00mm x 40.00mm Square Tacky - Both Sides
PASS,100.0,0.8205,TP-0108,TG-AH486-100-100-1.0-0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3046,1.1252,78.68,15.86,3.2,1.0,t-Global Technology,Thermal Pad Gray 100.00mm x 100.00mm Square
PASS,100.0,0.7351,TP-0109,PL-2-5-254-H,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3901,1.1252,82.17,253.54,5.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 25.4x25.4mm, Hyper Soft"
PASS,100.0,0.9683,TP-0110,TG-A1250-30-30-2.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1568,1.1252,72.68,182.49,12.5,2.01,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square
PASS,100.0,0.6373,TP-0111,PL-05-1-1016,Thermal Pad,ModuleLED_Micro_8680,1.2,0.4878,1.1252,86.18,16.79,1.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey"
PASS,100.0,0.8912,TP-0112,TG-A1250-25-25-3.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.234,1.1252,75.81,279.91,12.5,3.0,t-Global Technology,Thermal Pad Green 25.00mm x 25.00mm Square
PASS,100.0,0.735,TP-0113,PL-2-5-254,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3902,1.1252,82.16,281.01,5.0,2.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold"
PASS,100.0,1.0978,TP-0114,TG-A1780-25-25-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0273,1.1252,67.4,294.36,17.8,0.5,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square
PASS,100.0,0.4757,TP-0115,PL-1-1.5-76X127-15,Thermal Pad,ModuleLED_Micro_8680,1.2,0.6494,1.1252,92.77,21.88,1.5,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1.5 W/mK, 76.2x127mm, Grey"
PASS,100.0,1.1251,TP-0116,4051100100017,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0,1.1252,66.29,22.41,1800.0,0.04,Würth Elektronik,Thermal Pad 100.00mm x 100.00mm Square Acrylic
PASS,100.0,1.0083,TP-0117,TG-A1250-40-40-1.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1169,1.1252,71.06,143.21,12.5,1.5,t-Global Technology,Thermal Pad Green 40.00mm x 40.00mm Square
FAIL,96.45,0.1495,TP-0118,PL-1-1-1016,Thermal Pad,ModuleLED_Micro_8680,1.2,0.9757,1.1252,105.99,22.42,1.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey"
PASS,100.0,0.8329,TP-0119,COH-1706-200-05,Thermal Pad,ModuleLED_Micro_8680,1.2,0.2922,1.1252,78.21,5.81,1.7,0.51,Taica North America Corporation,Thermal Pad Gray 200.00mm x 200.00mm Square Tacky - Both Sides
FAIL,18.3,-0.0955,TP-0120,SoftFlex-B016-20-01-0762-0762,Thermal Pad,ModuleLED_Micro_8680,1.2,1.2206,1.1252,116.02,44.07,1.6,2.0,Aavid,"Thermal Interface Products SoftFlex Pad, 1.6 W/mK Conductivity, 2mm Thick, 1-Side Adhesive, 76.2x76.2mm"
PASS,100.0,1.0978,TP-0121,TG-A1780-30-30-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0274,1.1252,67.4,288.41,17.8,0.5,t-Global Technology,Thermal Pad Gray 30.00mm x 30.00mm Square
PASS,100.0,1.0276,TP-0122,TG-A6200F-100-100-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0975,1.1252,70.27,28.2,5.0,0.5,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - One Side
PASS,100.0,1.0192,TP-0123,SP2000-0.015-00-54,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1059,1.1252,70.6,1349.4,3.5,0.38,Bergquist,Thermal Pad White 19.05mm x 12.70mm Rectangular
PASS,100.0,1.0277,TP-0124,PL-05-5-1016,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0974,1.1252,70.26,31.79,5.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 101.6x101.6mm, Gold"
FAIL,2.6,-0.1926,TP-0125,GP1500-0.080-02-0404,Thermal Pad,ModuleLED_Micro_8680,1.2,1.3177,1.1252,119.96,33.77,1.5,2.03,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides
PASS,100.0,0.9625,TP-0126,PL-05-3-1016-H,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1627,1.1252,72.9,35.09,3.0,0.5,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thick, 3 W/m-K, 101.6x101.6mm, Hyper Soft"
FAIL,96.17,0.1493,TP-0127,PLF-1-1-76X127-40,Thermal Pad,ModuleLED_Micro_8680,1.2,0.9758,1.1252,105.93,38.19,1.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 1 W/m-K, 76x127mm, White"
PASS,100.0,0.8003,TP-0128,PL-1-3-76X127-30,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3249,1.1252,79.52,39.27,3.0,1.0,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 76.2x127mm, Blue"
PASS,100.0,0.968,TP-0129,TG-A6200-100-100-1.0,Thermal Pad,ModuleLED_Micro_8680,1.2,0.1571,1.1252,72.7,39.0,6.2,1.0,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - Both Sides
PASS,100.0,1.0978,TP-0130,TG-A1780-40-40-0.5,Thermal Pad,ModuleLED_Micro_8680,1.2,0.0274,1.1252,67.4,247.32,17.8,0.5,t-Global Technology,Thermal Pad Gray 40.00mm x 40.00mm Square
PASS,100.0,0.7941,TP-0131,GP1500-0.020-02-0404,Thermal Pad,ModuleLED_Micro_8680,1.2,0.3311,1.1252,79.77,40.18,1.5,0.51,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides
