tim_id,mpn,type,cost_per_app,k_wmk,heatsink_model,threshold_limit_cw,calculated_tim_r_cw,reliability_status,pass_probability_pct,avg_margin_cw,max_t_case_99,manufacturer,description,thickness_mm,log_cost,cluster_id,recommendation_group
OT-0377,8329TCS-200ML,Other,2.44,1.4,ModuleLED_Micro_8560,0.8252,0.0697,PASS,100.0,0.7555,79.26,MG Chemicals,"Thermal Epoxy, 2 Part 200 ml Jar",,1.235471471385307,0.0,🏆 Best Value
OT-0383,2194122,Other,10.01,1.8,ModuleLED_Micro_8560,0.8252,0.0542,PASS,100.0,0.771,78.67,Bergquist,"Thermal Epoxy, 2 Part 50cc Cartridge",,2.3988039507345884,0.0,🏆 Best Value
OT-0396,1188099,Other,1.07,1.34,ModuleLED_Micro_8560,0.8252,0.0728,PASS,100.0,0.7524,79.38,LOCTITE,"Thermal Epoxy, 2 Part (Order Catalyst Separately) 3 lb Container",,0.7275486072772778,0.0,🏆 Best Value
OT-0422,TGF60-07870787-039,Other,35.08,6.0,ModuleLED_Micro_8560,0.8252,0.0162,PASS,100.0,0.8089,77.23,LeaderTech,Thermal Interface Products 6W/m-K 200*200*1 TGF60 Gray,,3.585738695194423,1.0,✅ Standard
OT-0423,1188134,Other,1.57,2.78,ModuleLED_Micro_8560,0.8252,0.0351,PASS,100.0,0.7901,77.94,LOCTITE,"Thermal Epoxy, 2 Part (Order Catalyst Separately) 3 lb Container",,0.9439058989071285,0.0,🏆 Best Value
OT-0437,TGF60-07870787-020,Other,48.58,6.0,ModuleLED_Micro_8560,0.8252,0.0163,PASS,100.0,0.8089,77.23,LeaderTech,Thermal Interface Products 6W/m-K 200*200*0.5 TGF60 Gray,,3.9035875266070446,1.0,✅ Standard
OT-0457,1188135,Other,0.47,2.78,ModuleLED_Micro_8560,0.8252,0.0351,PASS,100.0,0.7901,77.94,LOCTITE,"Thermal Epoxy, 2 Part (Order Catalyst Separately) 20 lb Container",,0.3852624007906449,0.0,🏆 Best Value
OT-0523,TGF3000SF-00-1500-7GAL,Other,12622.86,3.0,ModuleLED_Micro_8560,0.8252,0.0325,PASS,100.0,0.7927,77.84,Bergquist Company,"Thermal Interface Products Gap Filler, 2-Part, Sil-Free, Room Temp Cure, 3W/mK, 7 Gallon Pail, TGF3000SF",,9.443343953036836,3.0,🏭 Industrial
TP-0001,TG-A1250-5-5-1.0,Thermal Pad,133.8,12.5,ModuleLED_Micro_8560,0.8252,0.078,PASS,100.0,0.7472,79.78,t-Global Technology,Thermal Pad Green 5.00mm x 5.00mm Square,1.0,4.9037921984782065,1.0,✅ Standard
TP-0002,TG-A2200-5-5-2.0,Thermal Pad,133.8,2.2,ModuleLED_Micro_8560,0.8252,0.8897,FAIL,20.45,-0.0645,112.84,t-Global Technology,Thermal Pad Gray 5.00mm x 5.00mm Square Tacky - One Side,2.01,4.9037921984782065,1.0,✅ Standard
TP-0003,TG-A6200-7.2-6.3-1.0,Thermal Pad,73.74,6.2,ModuleLED_Micro_8560,0.8252,0.1571,PASS,100.0,0.6681,83.01,t-Global Technology,Thermal Pad Blue 7.20mm x 6.30mm Rectangular Tacky - Both Sides,1.0,4.314015424057338,1.0,✅ Standard
TP-0004,TG-A2200-10-10-1.0,Thermal Pad,33.45,2.2,ModuleLED_Micro_8560,0.8252,0.4431,PASS,100.0,0.3821,94.64,t-Global Technology,Thermal Pad Gray 10.00mm x 10.00mm Square Tacky - One Side,1.0,3.539508997459668,1.0,✅ Standard
TP-0005,TG-A4500-10-10-0.5,Thermal Pad,33.45,4.5,ModuleLED_Micro_8560,0.8252,0.1083,PASS,100.0,0.7169,81.03,t-Global Technology,Thermal Pad Purple 10.00mm x 10.00mm Square Tacky - Both Sides,0.5,3.539508997459668,1.0,✅ Standard
TP-0006,TG-A6200-5-5-1.0,Thermal Pad,133.8,6.2,ModuleLED_Micro_8560,0.8252,0.1572,PASS,100.0,0.6679,83.02,t-Global Technology,Thermal Pad Blue 5.00mm x 5.00mm Square Tacky - Both Sides,1.0,4.9037921984782065,1.0,✅ Standard
TP-0008,TG-A2200-10-10-1.5,Thermal Pad,36.85,2.2,ModuleLED_Micro_8560,0.8252,0.6639,PASS,100.0,0.1613,103.63,t-Global Technology,Thermal Pad Gray 10.00mm x 10.00mm Square Tacky - One Side,1.5,3.6336309798834576,1.0,✅ Standard
TP-0009,TG-A6200-10-10-0.5,Thermal Pad,40.14,6.2,ModuleLED_Micro_8560,0.8252,0.0786,PASS,100.0,0.7465,79.81,t-Global Technology,Thermal Pad Blue 10.00mm x 10.00mm Square Tacky - Both Sides,0.5,3.716980884224811,1.0,✅ Standard
TP-0012,TG-A2200-10-10-2.0,Thermal Pad,43.54,2.2,ModuleLED_Micro_8560,0.8252,0.8911,FAIL,19.88,-0.066,112.89,t-Global Technology,Thermal Pad Gray 10.00mm x 10.00mm Square Tacky - One Side,2.01,3.7963876618292214,1.0,✅ Standard
TP-0013,TG-ALC-15-15-0.2-0,Thermal Pad,19.35,4.2,ModuleLED_Micro_8560,0.8252,0.0465,PASS,100.0,0.7787,78.51,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square Tacky - Both Sides,0.2,3.013080911888604,0.0,🏆 Best Value
TP-0014,TG-A3500-10-10-2.0,Thermal Pad,43.54,3.5,ModuleLED_Micro_8560,0.8252,0.5605,PASS,100.0,0.2647,99.43,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides,2.01,3.7963876618292214,1.0,✅ Standard
TP-0015,SPK4-0.006-00-58,Thermal Pad,19.36,0.9,ModuleLED_Micro_8560,0.8252,0.1624,PASS,100.0,0.6628,83.24,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular,0.15,3.013572191682322,0.0,🏆 Best Value
TP-0016,T62-1-15-15-0.16,Thermal Pad,20.81,15.0,ModuleLED_Micro_8560,0.8252,0.0104,PASS,100.0,0.8148,77.03,t-Global Technology,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - One Side,0.16,3.0823685802135374,0.0,🏆 Best Value
TP-0017,DC0011/08-TG-A373F-0.25-2A,Thermal Pad,20.76,1.4,ModuleLED_Micro_8560,0.8252,0.1742,PASS,100.0,0.6509,83.7,t-Global Technology,Thermal Pad Yellow 19.05mm x 12.70mm Rectangular Adhesive - Both Sides,0.25,3.080073421987742,0.0,🏆 Best Value
TP-0018,Q3-0.005-00-104,Thermal Pad,11.06,2.0,ModuleLED_Micro_8560,0.8252,0.0634,PASS,100.0,0.7618,79.19,Bergquist,Thermal Pad Black 25.40mm x 19.05mm Rectangular,0.13,2.4898941912990393,0.0,🏆 Best Value
TP-0019,TG-A6200-10-5-2.0,Thermal Pad,107.04,6.2,ModuleLED_Micro_8560,0.8252,0.3158,PASS,100.0,0.5093,89.5,t-Global Technology,Thermal Pad Blue 10.00mm x 5.00mm Rectangular Tacky - Both Sides,2.01,4.682501528924415,1.0,✅ Standard
TP-0020,Q3-0.005-00-51,Thermal Pad,22.86,2.0,ModuleLED_Micro_8560,0.8252,0.0634,PASS,100.0,0.7618,79.19,Bergquist,Thermal Pad Black 17.45mm x 14.27mm Rectangular,0.13,3.17220341666977,0.0,🏆 Best Value
TP-0021,TG-A3500-10-10-3.0,Thermal Pad,60.21,3.5,ModuleLED_Micro_8560,0.8252,0.8368,FAIL,44.99,-0.0117,110.66,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides,3.0,4.114310574862978,1.0,✅ Standard
TP-0022,TG-A6200-10-10-1.0,Thermal Pad,60.21,6.2,ModuleLED_Micro_8560,0.8252,0.1571,PASS,100.0,0.6681,83.0,t-Global Technology,Thermal Pad Blue 10.00mm x 10.00mm Square Tacky - Both Sides,1.0,4.114310574862978,1.0,✅ Standard
TP-0023,SP600-90,Thermal Pad,16.29,1.0,ModuleLED_Micro_8560,0.8252,0.2243,PASS,100.0,0.6009,85.73,Bergquist,Thermal Pad Green 21.84mm x 18.80mm Rectangular,0.23,2.850128299695199,0.0,🏆 Best Value
TP-0024,TG-A1250-10-10-0.5,Thermal Pad,66.9,12.5,ModuleLED_Micro_8560,0.8252,0.0389,PASS,100.0,0.7862,78.19,t-Global Technology,Thermal Pad Green 10.00mm x 10.00mm Square,0.5,4.21803603456465,1.0,✅ Standard
TP-0025,TG-A2200-15-15-1.0,Thermal Pad,29.73,2.2,ModuleLED_Micro_8560,0.8252,0.4428,PASS,100.0,0.3823,94.68,t-Global Technology,Thermal Pad Gray 15.00mm x 15.00mm Square Tacky - One Side,1.0,3.425239376142393,1.0,✅ Standard
TP-0026,TG-A4500-10-10-2.0,Thermal Pad,66.9,4.5,ModuleLED_Micro_8560,0.8252,0.4351,PASS,100.0,0.3901,94.33,t-Global Technology,Thermal Pad Purple 10.00mm x 10.00mm Square Tacky - Both Sides,2.01,4.21803603456465,1.0,✅ Standard
TP-0029,SP400-0.009-00-58,Thermal Pad,29.06,0.9,ModuleLED_Micro_8560,0.8252,0.249,PASS,100.0,0.5762,86.74,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular,0.23,3.4031953843248286,1.0,✅ Standard
TP-0030,SP400-0.009-00-54,Thermal Pad,29.06,0.9,ModuleLED_Micro_8560,0.8252,0.2491,PASS,100.0,0.5761,86.75,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular,0.23,3.4031953843248286,1.0,✅ Standard
TP-0031,SP400-0.007-00-54,Thermal Pad,30.42,0.9,ModuleLED_Micro_8560,0.8252,0.1951,PASS,100.0,0.63,84.56,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular,0.18,3.4474446328274753,1.0,✅ Standard
TP-0032,TG-A6200-11-11-1.0,Thermal Pad,60.82,6.2,ModuleLED_Micro_8560,0.8252,0.1571,PASS,100.0,0.668,83.01,t-Global Technology,Thermal Pad Blue 11.00mm x 11.00mm Square Tacky - Both Sides,1.0,4.124226936703971,1.0,✅ Standard
TP-0033,TG-A3500-10-10-4.0,Thermal Pad,73.59,3.5,ModuleLED_Micro_8560,0.8252,1.1118,FAIL,0.0,-0.2866,121.93,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides,3.99,4.312006449967072,1.0,✅ Standard
TP-0034,LI98-28-28-0.25,Thermal Pad,9.39,1.0,ModuleLED_Micro_8560,0.8252,0.2436,PASS,100.0,0.5815,86.54,t-Global Technology,Thermal Pad White 28.00mm x 28.00mm Square Adhesive - Both Sides,0.25,2.340843805111136,0.0,🏆 Best Value
TP-0035,TG-T1000-10-10-0.25-5PT,Thermal Pad,73.59,1.0,ModuleLED_Micro_8560,0.8252,0.2437,PASS,100.0,0.5815,86.56,t-Global Technology,Thermal Pad White 10.00mm x 10.00mm Square Adhesive - Both Sides,0.25,4.312006449967072,1.0,✅ Standard
TP-0037,SP400-0.007-AC-54,Thermal Pad,31.82,0.9,ModuleLED_Micro_8560,0.8252,0.1951,PASS,100.0,0.63,84.55,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side,0.18,3.4910380856619447,1.0,✅ Standard
TP-0038,TG-A9000-10-10-1.0,Thermal Pad,76.99,9.0,ModuleLED_Micro_8560,0.8252,0.1083,PASS,100.0,0.7169,81.03,t-Global Technology,Thermal Pad Pink 10.00mm x 10.00mm Square,1.0,4.356580613342406,1.0,✅ Standard
TP-0042,SP400-0.007-00-104,Thermal Pad,17.29,0.9,ModuleLED_Micro_8560,0.8252,0.1952,PASS,100.0,0.6299,84.56,Bergquist,Thermal Pad Gray 25.40mm x 19.05mm Rectangular,0.18,2.906354462402774,0.0,🏆 Best Value
TP-0043,T62-30-30-0.13,Thermal Pad,9.3,20.0,ModuleLED_Micro_8560,0.8252,0.0063,PASS,100.0,0.8188,76.87,t-Global Technology,Thermal Pad Black 30.00mm x 30.00mm Square,0.13,2.33214389523559,0.0,🏆 Best Value
TP-0044,TG-A6200-15-15-0.5,Thermal Pad,37.19,6.2,ModuleLED_Micro_8560,0.8252,0.0786,PASS,100.0,0.7466,79.8,t-Global Technology,Thermal Pad Blue 15.00mm x 15.00mm Square Tacky - Both Sides,0.5,3.6425737012374246,1.0,✅ Standard
TP-0045,TG-A3500-10-10-5.0,Thermal Pad,86.97,3.5,ModuleLED_Micro_8560,0.8252,1.3936,FAIL,0.0,-0.5684,133.4,t-Global Technology,Thermal Pad Yellow 10.00mm x 10.00mm Square Tacky - Both Sides,5.0,4.476995847264583,2.0,❌ Avoid
TP-0046,SP400-0.009-00-90,Thermal Pad,22.01,0.9,ModuleLED_Micro_8560,0.8252,0.2493,PASS,100.0,0.5758,86.75,Bergquist,Thermal Pad Gray 21.84mm x 18.80mm Rectangular,0.23,3.1359289040472746,0.0,🏆 Best Value
TP-0047,TG-A6200-10-10-1.5,Thermal Pad,90.37,6.2,ModuleLED_Micro_8560,0.8252,0.2358,PASS,100.0,0.5894,86.2,t-Global Technology,Thermal Pad Blue 10.00mm x 10.00mm Square Tacky - Both Sides,1.5,4.514917197010529,1.0,✅ Standard
TP-0054,SP900S-0.009-AC-54,Thermal Pad,40.12,1.6,ModuleLED_Micro_8560,0.8252,0.1402,PASS,100.0,0.685,82.32,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side,0.23,3.7164946211469094,1.0,✅ Standard
TP-0055,SP900S-0.009-00-54,Thermal Pad,40.12,1.6,ModuleLED_Micro_8560,0.8252,0.1401,PASS,100.0,0.6851,82.32,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular,0.23,3.7164946211469094,1.0,✅ Standard
TP-0057,SP400-0.009-00-51,Thermal Pad,40.3,0.9,ModuleLED_Micro_8560,0.8252,0.249,PASS,100.0,0.5761,86.74,Bergquist,Thermal Pad Gray 17.45mm x 14.27mm Rectangular,0.23,3.720862499966987,1.0,✅ Standard
TP-0059,TG-A1250-10-10-1.0,Thermal Pad,107.04,12.5,ModuleLED_Micro_8560,0.8252,0.0779,PASS,100.0,0.7472,79.78,t-Global Technology,Thermal Pad Green 10.00mm x 10.00mm Square,1.0,4.682501528924415,1.0,✅ Standard
TP-0062,HF115AC-0.0055-AC-54,Thermal Pad,45.65,0.8,ModuleLED_Micro_8560,0.8252,0.1707,PASS,100.0,0.6545,83.56,Bergquist,Thermal Pad Gray 19.05mm x 12.70mm Rectangular Adhesive - One Side,0.14,3.8426729272933526,1.0,✅ Standard
TP-0063,1009-54,Thermal Pad,45.65,1.2,ModuleLED_Micro_8560,0.8252,0.1868,PASS,100.0,0.6384,84.21,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular,0.23,3.8426729272933526,1.0,✅ Standard
TP-0065,SPK10-0.006-00-54,Thermal Pad,48.41,1.3,ModuleLED_Micro_8560,0.8252,0.1126,PASS,100.0,0.7126,81.19,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular,0.15,3.9001528328576587,1.0,✅ Standard
TP-0066,SP900S-0.009-00-90,Thermal Pad,28.53,1.6,ModuleLED_Micro_8560,0.8252,0.1404,PASS,100.0,0.6848,82.33,Bergquist,Thermal Pad Pink 21.84mm x 18.80mm Rectangular,0.23,3.3854066957558313,1.0,✅ Standard
TP-0069,SP900S-0.009-00-104,Thermal Pad,24.89,1.6,ModuleLED_Micro_8560,0.8252,0.1401,PASS,100.0,0.6851,82.31,Bergquist,Thermal Pad Pink 25.40mm x 19.05mm Rectangular,0.23,3.2538567937634464,0.0,🏆 Best Value
TP-0073,SP900S-0.009-AC-58,Thermal Pad,52.54,1.6,ModuleLED_Micro_8560,0.8252,0.14,PASS,100.0,0.6851,82.31,Bergquist,Thermal Pad Pink 19.05mm x 12.70mm Rectangular Adhesive - One Side,0.23,3.9804290380922063,1.0,✅ Standard
TP-0081,2188938,Thermal Pad,52.28,0.9,ModuleLED_Micro_8560,0.8252,0.3248,PASS,100.0,0.5003,89.87,Bergquist,"Thermal Pad Gray, Green 25.02mm x 11.00mm Round",0.3,3.9755610262321337,1.0,✅ Standard
TP-0082,TG-A1250-15-15-0.5,Thermal Pad,65.41,12.5,ModuleLED_Micro_8560,0.8252,0.039,PASS,100.0,0.7862,78.2,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square,0.5,4.195847647552622,1.0,✅ Standard
TP-0086,CP23-TO220-21.5-11.4-5.8-0.45,Thermal Pad,65.51,1.9,ModuleLED_Micro_8560,0.8252,0.2309,PASS,100.0,0.5943,86.0,t-Global Technology,Thermal Pad Gray 21.50mm x 11.40mm x 5.80mm Rectangular,0.45,4.19735231229633,1.0,✅ Standard
TP-0097,THJP0603AST1,Thermal Pad,13873.09,70.0,ModuleLED_Micro_8560,0.8252,0.0106,PASS,100.0,0.8146,77.04,Vishay Dale Thin Film,Thermal Pad 1.55mm x 0.84mm Rectangular,0.76,9.537778350878222,3.0,🏭 Industrial
TP-0109,53-77-9G,Thermal Pad,79.73,0.9,ModuleLED_Micro_8560,0.8252,0.1627,PASS,100.0,0.6624,83.23,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular",0.15,4.391110253406924,1.0,✅ Standard
TP-0122,CP33-TO247-28.5-17.5-5.8-0.45,Thermal Pad,42.92,1.9,ModuleLED_Micro_8560,0.8252,0.2305,PASS,100.0,0.5947,85.99,t-Global Technology,Thermal Pad Gray 28.50mm x 17.50mm x 5.80mm Rectangular,0.45,3.7823697972012753,1.0,✅ Standard
TP-0129,SPK10-0.006-00-58,Thermal Pad,92.65,1.3,ModuleLED_Micro_8560,0.8252,0.1127,PASS,100.0,0.7124,81.19,Bergquist,Thermal Pad Beige 19.05mm x 12.70mm Rectangular,0.15,4.539564428890097,1.0,✅ Standard
TP-0131,Q3-0.005-00-54,Thermal Pad,94.02,2.0,ModuleLED_Micro_8560,0.8252,0.0635,PASS,100.0,0.7617,79.19,Bergquist,Thermal Pad Black 19.05mm x 12.70mm Rectangular,0.13,4.554087395758775,1.0,✅ Standard
TP-0139,SPT400-12-13.5-25,Thermal Pad,69.32,0.9,ModuleLED_Micro_8560,0.8252,0.3254,PASS,100.0,0.4998,89.86,Bergquist,"Thermal Pad Gray, Green 25.02mm x 13.50mm Round",0.3,4.253056253376921,1.0,✅ Standard
TP-0140,TG-A1250-15-15-1.0,Thermal Pad,104.07,12.5,ModuleLED_Micro_8560,0.8252,0.078,PASS,100.0,0.7472,79.79,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square,1.0,4.654626794700683,1.0,✅ Standard
TP-0143,60-11-8302-1674,Thermal Pad,103.74,1.0,ModuleLED_Micro_8560,0.8252,0.2437,PASS,100.0,0.5815,86.53,Parker Chomerics,Thermal Pad Blue 18.03mm x 12.70mm Rectangular,0.25,4.651481088851342,1.0,✅ Standard
TP-0145,SPK10-0.006-00-90,Thermal Pad,58.66,1.3,ModuleLED_Micro_8560,0.8252,0.1126,PASS,100.0,0.7126,81.19,Bergquist,Thermal Pad Beige 21.84mm x 18.80mm Rectangular,0.15,4.088661779086602,1.0,✅ Standard
TP-0148,175-6-220P,Thermal Pad,106.84,0.5,ModuleLED_Micro_8560,0.8252,0.2919,PASS,100.0,0.5332,88.53,Wakefield Thermal Solutions,Thermal Pad Gray 18.00mm x 12.70mm Rectangular,0.15,4.680648647163997,1.0,✅ Standard
TP-0150,SPK10-0.006-00-104,Thermal Pad,51.86,1.3,ModuleLED_Micro_8560,0.8252,0.1125,PASS,100.0,0.7127,81.19,Bergquist,Thermal Pad Beige 25.40mm x 19.05mm Rectangular,0.15,3.967646909176143,1.0,✅ Standard
TP-0152,53-77-4G,Thermal Pad,107.84,0.9,ModuleLED_Micro_8560,0.8252,0.1623,PASS,100.0,0.6628,83.22,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular",0.15,4.689878913915045,1.0,✅ Standard
TP-0155,THJP0612AST1,Thermal Pad,7889.05,259.0,ModuleLED_Micro_8560,0.8252,0.0029,PASS,100.0,0.8223,76.73,Vishay Dale Thin Film,Thermal Pad 1.06mm x 3.20mm Rectangular,0.76,8.973357750955454,3.0,🏭 Industrial
TP-0160,HF115AC-0.0055-AC-90,Thermal Pad,66.04,0.8,ModuleLED_Micro_8560,0.8252,0.1706,PASS,100.0,0.6546,83.56,Bergquist,Thermal Pad Gray 21.84mm x 18.79mm Rectangular Adhesive - One Side,0.14,4.205289456173828,1.0,✅ Standard
TP-0164,53-77-4ACG,Thermal Pad,116.14,0.9,ModuleLED_Micro_8560,0.8252,0.1626,PASS,100.0,0.6626,83.21,"Boyd Laconia, LLC","Thermal Pad Gray, Green 19.05mm x 12.70mm Rectangular Adhesive - One Side",0.15,4.7633698006616365,1.0,✅ Standard
TP-0177,173-7-240A,Thermal Pad,125.51,1.2,ModuleLED_Micro_8560,0.8252,0.1462,PASS,100.0,0.6789,82.56,Wakefield Thermal Solutions,Thermal Pad Gray 19.10mm x 12.70mm Rectangular Adhesive - One Side,0.18,4.840321356426578,1.0,✅ Standard
TP-0188,TG-APC93-20-20-2.0-0,Thermal Pad,81.13,2.0,ModuleLED_Micro_8560,0.8252,0.9801,FAIL,1.47,-0.155,116.56,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square,2.01,4.408303357752101,1.0,✅ Standard
TP-0196,TG-A3500-25-25-3.0,Thermal Pad,55.13,3.5,ModuleLED_Micro_8560,0.8252,0.8359,FAIL,45.27,-0.0107,110.66,t-Global Technology,Thermal Pad Yellow 25.00mm x 25.00mm Square Tacky - Both Sides,3.0,4.027670428954108,1.0,✅ Standard
TP-0197,53-77-9ACG,Thermal Pad,142.97,0.9,ModuleLED_Micro_8560,0.8252,0.1624,PASS,100.0,0.6627,83.24,"Boyd Laconia, LLC","Thermal Pad Gray, Green 18.42mm x 13.21mm Rectangular Adhesive - One Side",0.15,4.969604944538264,1.0,✅ Standard
TP-0214,TG-A6200-20-20-2.0,Thermal Pad,101.2,6.2,ModuleLED_Micro_8560,0.8252,0.316,PASS,100.0,0.5091,89.47,t-Global Technology,Thermal Pad Blue 20.00mm x 20.00mm Square Tacky - Both Sides,2.01,4.626931677769604,1.0,✅ Standard
TP-0222,SP600-104,Thermal Pad,89.87,1.0,ModuleLED_Micro_8560,0.8252,0.2241,PASS,100.0,0.6011,85.75,Bergquist,Thermal Pad Green 25.40mm x 19.05mm Rectangular,0.23,4.5094299137072555,1.0,✅ Standard
TP-0228,TG-A1250-15-15-2.0,Thermal Pad,197.75,12.5,ModuleLED_Micro_8560,0.8252,0.157,PASS,100.0,0.6682,82.99,t-Global Technology,Thermal Pad Green 15.00mm x 15.00mm Square,2.01,5.292047753534441,1.0,✅ Standard
TP-0238,SP2000-0.015-00-104,Thermal Pad,100.93,3.5,ModuleLED_Micro_8560,0.8252,0.1059,PASS,100.0,0.7193,80.92,Bergquist,Thermal Pad White 25.40mm x 19.05mm Rectangular,0.38,4.624286303180321,1.0,✅ Standard
TP-0249,TG-AH486-21-15-13.0-1A,Thermal Pad,161.6,3.2,ModuleLED_Micro_8560,0.8252,3.9596,FAIL,0.0,-3.1344,237.67,t-Global Technology,Thermal Pad Gray 21.00mm x 15.00mm Rectangular Adhesive - One Side,13.0,5.0912931971137105,2.0,❌ Avoid
TP-0255,QB0603B25WYT,Thermal Pad,45749.91,50.0,ModuleLED_Micro_8560,0.8252,0.0012,PASS,100.0,0.824,76.66,KYOCERA AVX,Thermal Pad 1.52mm x 0.76mm Rectangular,0.06,10.730966961216232,3.0,🏭 Industrial
TP-0260,TG-A1250-30-30-0.5,Thermal Pad,60.21,12.5,ModuleLED_Micro_8560,0.8252,0.039,PASS,100.0,0.7862,78.2,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square,0.5,4.114310574862978,1.0,✅ Standard
TP-0273,THJP1225AST1,Thermal Pad,2989.15,259.0,ModuleLED_Micro_8560,0.8252,0.0029,PASS,100.0,0.8223,76.73,Vishay Dale Thin Film,Thermal Pad 3.20mm x 6.40mm Rectangular,0.76,8.003078832350479,3.0,🏭 Industrial
TP-0277,TG-AH486-35-10-7.0-0,Thermal Pad,184.47,3.2,ModuleLED_Micro_8560,0.8252,2.1346,FAIL,0.0,-1.3094,163.44,t-Global Technology,Thermal Pad Gray 35.00mm x 10.00mm Rectangular,7.01,5.222893143901196,2.0,❌ Avoid
TP-0282,HSP-2,Thermal Pad,26.73,2.0,ModuleLED_Micro_8560,0.8252,0.0633,PASS,100.0,0.7619,79.19,Sensata-Crydom,Thermal Pad Black 57.15mm x 44.45mm Rectangular Adhesive - One Side,0.13,3.322514859627687,0.0,🏆 Best Value
TP-0283,TG-A486G-20-20-2.5-0,Thermal Pad,169.77,6.3,ModuleLED_Micro_8560,0.8252,0.3869,PASS,100.0,0.4383,92.34,t-Global Technology,Thermal Pad Gray 20.00mm x 20.00mm Square Tacky - Both Sides,2.5,5.140317621899148,1.0,✅ Standard
TP-0287,407150015050,Thermal Pad,325.6,400.0,ModuleLED_Micro_8560,0.8252,0.0122,PASS,100.0,0.813,77.11,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides,5.0,5.788736180536365,1.0,✅ Standard
TP-0288,407150015030,Thermal Pad,325.6,400.0,ModuleLED_Micro_8560,0.8252,0.0073,PASS,100.0,0.8178,76.91,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides,3.0,5.788736180536365,1.0,✅ Standard
TP-0303,TG-AH486-45-25-6.0-0,Thermal Pad,72.85,3.2,ModuleLED_Micro_8560,0.8252,1.8225,FAIL,0.0,-0.9974,150.95,t-Global Technology,Thermal Pad Gray 45.00mm x 25.00mm Rectangular,5.99,4.302036008977389,2.0,❌ Avoid
TP-0305,407150015200,Thermal Pad,367.22,400.0,ModuleLED_Micro_8560,0.8252,0.0487,PASS,100.0,0.7764,78.6,Würth Elektronik,Thermal Pad Black 15.00mm x 15.00mm Square Adhesive - Both Sides,19.99,5.90868058562906,1.0,✅ Standard
TP-0307,QB0805A40WYT,Thermal Pad,32308.5,100.0,ModuleLED_Micro_8560,0.8252,0.0099,PASS,100.0,0.8152,77.01,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular,1.02,10.38311658361369,3.0,🏭 Industrial
TP-0308,QB0805B40WYT,Thermal Pad,32308.5,100.0,ModuleLED_Micro_8560,0.8252,0.0099,PASS,100.0,0.8152,77.01,KYOCERA AVX,Thermal Pad 2.03mm x 1.27mm Rectangular,1.02,10.38311658361369,3.0,🏭 Industrial
TP-0309,TG-AH486-25-25-9.0-0,Thermal Pad,135.41,3.2,ModuleLED_Micro_8560,0.8252,2.7363,FAIL,0.0,-1.9111,187.93,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square,8.99,4.915665056505029,2.0,❌ Avoid
TP-0310,407150045015,Thermal Pad,127.36,400.0,ModuleLED_Micro_8560,0.8252,0.0037,PASS,100.0,0.8215,76.76,Würth Elektronik,Thermal Pad Black 45.00mm x 15.00mm Rectangular Adhesive - Both Sides,1.5,4.8548388162416565,1.0,✅ Standard
TP-0319,EAPUS SARCON GR-HM 10.8X10.8X0.5MM,Thermal Pad,816.21,6.0,ModuleLED_Micro_8560,0.8252,0.0812,PASS,100.0,0.7439,79.92,ADLINK Technology,"Thermal Interface Products Pad,Type=GR-Hm,Size=10.8x10.8x0.5mm,K=6W/mK,Color=Reddish Gray",0.5,6.7058960997751065,1.0,✅ Standard
