tim_id,datasheet,mfr_part_number,mfr,price_thb,product_type,dimensions_mm,category,width_mm,length_mm,weight_g,useable_temp_range_c,thermal_conductivity_wmk,shape,outline_mm,thickness_mm,max_temp_c,min_temp_c
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-265005,Same Sky (Formerly CUI Devices),257.73,"Pad, Sheet",,,,,,,1.5,Rectangular,26.00mm x 50.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-101005,Same Sky (Formerly CUI Devices),686.08,"Pad, Sheet",,,,,,,2.5,Square,10.00mm x 10.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-414505,Same Sky (Formerly CUI Devices),731.58,"Pad, Sheet",,,,,,,2.5,Rectangular,41.00mm x 45.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-265005,Same Sky (Formerly CUI Devices),737.1,"Pad, Sheet",,,,,,,2.5,Rectangular,26.00mm x 50.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-707005,Same Sky (Formerly CUI Devices),771.23,"Pad, Sheet",,,,,,,2.5,Square,70.00mm x 70.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-151505,Same Sky (Formerly CUI Devices),776.75,"Pad, Sheet",,,,,,,2.5,Square,15.00mm x 15.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/af200.pdf,AF500-202005,Same Sky (Formerly CUI Devices),1430.65,"Pad, Sheet",,,,,,,3.0,Square,20.00mm x 20.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/af200.pdf,AF500-404005,Same Sky (Formerly CUI Devices),1501.5,"Pad, Sheet",,,,,,,3.0,Square,40.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-385-285-2.0-1A,t-Global Technology,3669.9,"Pad, Sheet",,,,,,,1.8,Rectangular,385.00mm x 285.00mm,"0.0790"" (2.000mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100s.pdf,SF100S-301205,Same Sky (Formerly CUI Devices),228.8,"Pad, Sheet",,,,,,,1.5,Rectangular,30.00mm x 12.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-385-285-1.0-1A,t-Global Technology,2574.98,"Pad, Sheet",,,,,,,1.8,Rectangular,385.00mm x 285.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-385-285-2.5-1A,t-Global Technology,4284.48,"Pad, Sheet",,,,,,,1.8,Rectangular,385.00mm x 285.00mm,"0.0984"" (2.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-2.0,t-Global Technology,39.33,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-2.0,t-Global Technology,635.38,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.0790"" (2.000mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500R-en_GL.pdf,GP1500R-0.010-02-0816,Bergquist,900.58,"Pad, Sheet",,,,,,,1.5,Rectangular,406.40mm x 203.20mm,"0.0100"" (0.254mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-4.0,t-Global Technology,1158.95,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.157"" (4.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.100-02-0816,Bergquist,3182.4,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.100"" (2.54mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-5000-en_GL.pdf,GP5000S35-0.100-02-0816,Bergquist,8661.9,"Pad, Sheet",,,,,,,5.0,Rectangular,406.40mm x 203.20mm,"0.100"" (2.54mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-4.0,t-Global Technology,7.15,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-5.0,t-Global Technology,8.45,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.197"" (5.00mm)",,
,http://tds.loctite.com/tds5/Studio/ShowPDF/BERGQUIST%20SIL%20PAD%20TSP%20Q2500-EN?pid=BERGQUIST%20SIL%20PAD%20TSP%20Q2500&format=MTR&subformat=HYS&language=EN&plant=WERCS,QII-0.006-00-54,Bergquist,9.75,"Pad, Sheet",,,,,,,2.5,Rectangular,19.05mm x 12.70mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-00-43,Bergquist,12.35,"Pad, Sheet",,,,,,,1.6,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-HI-FLOW-THF-800AC-en_GL.pdf,HF115AC-0.0055-AC-58,Bergquist,14.3,"Pad, Sheet",,,,,,,0.8,Rectangular,19.05mm x 12.70mm,"0.0055"" (0.140mm)",,
,http://tds.loctite.com/tds5/Studio/ShowPDF/BERGQUIST%20SIL%20PAD%20TSP%20K900-EN?pid=BERGQUIST%20SIL%20PAD%20TSP%20K900&format=MTR&subformat=HYS&language=EN&plant=WERCS,SPK4-0.006-00-54,Bergquist,17.88,"Pad, Sheet",,,,,,,0.9,Rectangular,19.05mm x 12.70mm,"0.0060"" (0.152mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-58,Bergquist,23.73,"Pad, Sheet",,,,,,,1.0,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-28-28-1.0,t-Global Technology,47.78,"Pad, Sheet",,,,,,,6.2,Square,28.00mm x 28.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-1.5,t-Global Technology,50.38,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-24-21.01-2.0,t-Global Technology,51.03,"Pad, Sheet",,,,,,,6.2,Rectangular,24.00mm x 21.01mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-2.0,t-Global Technology,58.5,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.0790"" (2.000mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-707005,Same Sky (Formerly CUI Devices),175.83,"Pad, Sheet",,,,,,,1.5,Square,70.00mm x 70.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-90-70-4.5,t-Global Technology,550.55,"Pad, Sheet",,,,,,,3.5,Rectangular,90.00mm x 70.00mm,"0.177"" (4.50mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-0.5,t-Global Technology,588.9,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-1.5-2A,t-Global Technology,784.55,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-1.0,t-Global Technology,882.7,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0394"" (1.000mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.125-02-0404,Bergquist,1202.18,"Pad, Sheet",,,,,,,1.5,Square,101.60mm x 101.60mm,"0.125"" (3.18mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.010-02-0816,Bergquist,1405.95,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0100"" (0.254mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-2.0,t-Global Technology,1431.63,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-385-285-1.0,t-Global Technology,2348.78,"Pad, Sheet",,,,,,,3.3,Rectangular,385.00mm x 285.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-10.0,t-Global Technology,3120.98,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.394"" (10.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-10.0-1A,t-Global Technology,3503.83,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.394"" (10.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.080-02-0816,Bergquist,4439.5,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0800"" (2.032mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf,GP3000S30-0.100-02-0816-NA,Bergquist,6011.53,"Pad, Sheet",,,,,,,3.0,Rectangular,406.40mm x 203.20mm,"0.100"" (2.54mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.250-02-0816,Bergquist,11596.98,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.250"" (6.35mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-2.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-3.0,t-Global Technology,3.9,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-5-5-4.0,t-Global Technology,4.88,"Pad, Sheet",,,,,,,6.2,Square,5.00mm x 5.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-1.0,t-Global Technology,6.5,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-9.5-9.5-2.0,t-Global Technology,9.43,"Pad, Sheet",,,,,,,6.2,Square,9.50mm x 9.50mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-19.50-12.70-0.5,t-Global Technology,9.75,"Pad, Sheet",,,,,,,6.2,Rectangular,19.50mm x 12.70mm,"0.0197"" (0.500mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-43,Bergquist,11.05,"Pad, Sheet",,,,,,,1.0,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-3.0,t-Global Technology,13.98,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-1.5,t-Global Technology,14.3,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-19.50-12.70-3.0,t-Global Technology,14.95,"Pad, Sheet",,,,,,,3.5,Rectangular,19.50mm x 12.70mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-4.0,t-Global Technology,15.28,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-19.50-12.70-1.0,t-Global Technology,15.6,"Pad, Sheet",,,,,,,6.2,Rectangular,19.50mm x 12.70mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-0.5,t-Global Technology,15.93,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-10-5.0,t-Global Technology,16.9,"Pad, Sheet",,,,,,,3.5,Rectangular,20.00mm x 10.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-1.5,t-Global Technology,21.13,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-19.50-12.70-5.0,t-Global Technology,22.1,"Pad, Sheet",,,,,,,3.5,Rectangular,19.50mm x 12.70mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-19.50-12.70-2.0,t-Global Technology,26,"Pad, Sheet",,,,,,,6.2,Rectangular,19.50mm x 12.70mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-0.5,t-Global Technology,28.93,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-24-21.01-3.0,t-Global Technology,29.25,"Pad, Sheet",,,,,,,3.5,Rectangular,24.00mm x 21.01mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-1.5,t-Global Technology,29.25,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-24-21.01-1.0,t-Global Technology,30.55,"Pad, Sheet",,,,,,,6.2,Rectangular,24.00mm x 21.01mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-1.0,t-Global Technology,43.88,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-3.0,t-Global Technology,45.83,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-1.5,t-Global Technology,52.98,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-2.0,t-Global Technology,63.38,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-4.0,t-Global Technology,71.83,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-2.0,t-Global Technology,79.95,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-3.0,t-Global Technology,83.2,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-90-20-4.5,t-Global Technology,148.85,"Pad, Sheet",,,,,,,3.5,Rectangular,90.00mm x 20.00mm,"0.177"" (4.50mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-3.0,t-Global Technology,204.43,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.118"" (3.00mm)",,
,https://www.sensata.com/sites/default/files/a/sensata-hsp-8-thermal-pad-datasheet.pdf,HSP-8,Sensata-Crydom,217.1,"Pad, Sheet",,,,,,,0.07,Rectangular,-,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-0.8,t-Global Technology,221.65,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.0310"" (0.787mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-0.5,t-Global Technology,237.9,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-4.0,t-Global Technology,265.85,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-0.3-1A,t-Global Technology,265.85,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.0118"" (0.300mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-1.5,t-Global Technology,304.2,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-0.8,t-Global Technology,342.23,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.0310"" (0.787mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-2.5,t-Global Technology,403.33,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.0984"" (2.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/af100.pdf,AF100-707005,Same Sky (Formerly CUI Devices),438.43,"Pad, Sheet",,,,,,,1.0,Square,70.00mm x 70.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-285-190-0.3-1A,t-Global Technology,511.23,"Pad, Sheet",,,,,,,2.0,Rectangular,285.00mm x 190.00mm,"0.0118"" (0.300mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A20KF_UK.pdf,TG-A20KF-190-140-1.5-1A,t-Global Technology,546,"Pad, Sheet",,,,,,,1.8,Rectangular,190.00mm x 140.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-4.0,t-Global Technology,550.23,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-285-190-0.3-2A,t-Global Technology,586.95,"Pad, Sheet",,,,,,,2.0,Rectangular,285.00mm x 190.00mm,"0.0118"" (0.300mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-1.0-2A,t-Global Technology,610.68,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-2.5-1A,t-Global Technology,662.68,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.0984"" (2.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-2.0,t-Global Technology,665.93,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-107-53-3.0,t-Global Technology,677.3,"Pad, Sheet",,,,,,,6.2,Rectangular,107.00mm x 53.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-0.8,t-Global Technology,736.13,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0315"" (0.800mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-1.5-1A,t-Global Technology,747.83,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-3.0-1A,t-Global Technology,760.83,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-285-190-0.5,t-Global Technology,869.38,"Pad, Sheet",,,,,,,3.3,Rectangular,285.00mm x 190.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-0.5-1A,t-Global Technology,878.15,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-285-190-1.5-1A,t-Global Technology,898.95,"Pad, Sheet",,,,,,,2.0,Rectangular,285.00mm x 190.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-0.3-1A,t-Global Technology,983.45,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.0118"" (0.300mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-3.0,t-Global Technology,1098.18,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-1.0-1A,t-Global Technology,1102.4,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-0.5-1A,t-Global Technology,1105,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-5.0-1A,t-Global Technology,1142.38,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-1.0-2A,t-Global Technology,1174.88,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-4.0,t-Global Technology,1188.53,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A20KF_UK.pdf,TG-A20KF-190-140-5.0-1A,t-Global Technology,1218.1,"Pad, Sheet",,,,,,,1.8,Rectangular,190.00mm x 140.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-1.5,t-Global Technology,1243.45,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-3.0-1A,t-Global Technology,1253.85,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-3.0-2A,t-Global Technology,1289.93,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-385-285-0.3,t-Global Technology,1324.7,"Pad, Sheet",,,,,,,3.8,Rectangular,385.00mm x 285.00mm,"0.0118"" (0.300mm)",,
