MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
A18921-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.25mm 229x229mm,,4.25 mm,229 mm,229 mm,46547.55
A18920-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 0.75mm 457x457mm,,0.75 mm,457 mm,457 mm,34930.98
A18920-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.75mm 457x457mm,,3.75 mm,457 mm,457 mm,174343.68
A18920-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.50mm 457x457mm,,4.50 mm,457 mm,457 mm,211671.18
TGP40000SF-0.040-01-0606-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.040"" Thickness, Thermexit",40 W/m-K,,6 mm,6 mm,5928.93
A17915-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX B260,,,,,1506.65
SP400-0.009-00-35,Bergquist Company,Thermal Interface Products,"Thermal Interface Products The Original Sil-Pad Material, 0.009"" Thickness, Sil-Pad TSP900/400, IDH 2192688",,,,,12.6
40103005,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thml Rein Pad 200mm x 400mm x .5mm,,200 mm,,,2014.11
A10538-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502-020 FG2 9"" x 9"" sheet",,,,,2402.82
SP400-0.009-00-3,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 1.563x1.050"", Sil-Pad TSP900/400, IDH 2192639",,,1.563 mm,1.050 mm,26.46
TGP7000ULM-0.020-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.020"" Thickness, TGP7000ULM, IDH 2563017",7 W/m-K,,,,3150.63
A17916-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX B2120,,,,,675.36
GPA2000-0.010-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, High Performance, 8""x16"" Sheet, 0.010"" Thickness, TGPA2000/A2000",,,,,1783.22
GP2000S40-0.020-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, S-Class, 8""x16"" Sheet, 0.020"" Thickness, GAP PAD TGP2000/2000S40",,,,,3195.36
TGP40000SF-0.100-01-0606-NA,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.105"" Thickness, Thermexit",40 W/m-K,,6 mm,6 mm,10724.81
A17916-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX B260,,,,,406.67
A17915-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2200 18x18IN,,,18 mm,18 mm,4095.63
SPK4-0.006-AC-11.512,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, 11.5""x12"" Sheet, 0.006"" Thickness, 1 Side Adhesive, TSPK900/K-4",,,,,1034.15
A14692-30,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard K52 1 0505 A0 11"" x 18""",,,,,1376.87
7717-8DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for IC, Circular, Dialyl Phthalate (DAP), 1.9x9.53mm",,9.53 mm,1.9 mm,9.53 mm,19.85
WTI7R5F1-2.50x0.75,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle, 5 Holes",,,,,58.59
A17084-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 500,A1 11.75"" x 18""",,,,,1237.01
SP400-0.009-00-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, 19.05x12.70mm, Sil-Pad TSP900/400, IDH 2191207",,12.70 mm,19.05 mm,12.70 mm,12.6
EYG-R1818ZLX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx180 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,180 mm,,,1477.67
A18444-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,3.00",,,9 mm,9 mm,11728.71
GP3000S30-0.015-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Soft, 8""x16"" Sheet, 0.015"" Thickness, TGP3000/3000S30",,,,,1921.5
A18444-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,2.25",,,9 mm,9 mm,9255.33
EYG-R0909ZRX2,Panasonic,Thermal Interface Products,Thermal Interface Products 90 mmx90 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,90 mm,,,567.0
EYG-R1818ZRX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx180 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,180 mm,,,1979.78
EYG-S182310DP,Panasonic,Thermal Interface Products,Thermal Interface Products 100um 180 x 230mm 400C,,230 mm,180 mm,230 mm,1931.58
A14696-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm AL52,2,05,A0 12"" x 18""",,,,,1607.76
EYG-R0918ZRX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx90 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,180 mm,,,1070.06
WTI9R1N0-0.95x0.83,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle, 24x21.01mm, Green",,21.01 mm,24 mm,21.01 mm,25.2
A17669-010,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex UT20250 18 x 18,,,18 mm,18 mm,2427.71
A17747-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex P350 9.00x9.00 in,,,9.00 mm,9.00 mm,2362.19
GF3500S35-00-60-1200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 1200CC Kit, Gap Filler TGF 3600/3500S35, IDH 2166456",,,,,36404.55
7717-7DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-18, DAP, 4 Leads, 6.35mm OD, 3.18mm Thickness",,6.35 mm,,,53.24
WTI9D4F0-1.56x1.05,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Diamond, 39.7x26.67mm, Gray",,26.67 mm,39.7 mm,26.67 mm,46.94
WTI9D4F1-1.65x1.14,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Diamond, 1 Side Adhesive, STP Drawing 5",,,,,96.08
SP1200-0.009-AC-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, Elastomeric Material, 12""x12"" Sheet, 0.009"" Thickness, 1 Side Adhesive",,,,,2043.09
WTI9R0F1-2.50x2.00,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.009"" Thickness, Rectangle",,,,,73.08
WTI10R1F1-0.87x0.79,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.010"" Thick, Rectangle, 22.15x20.07mm, 1 Side Adhesive",,20.07 mm,22.15 mm,20.07 mm,114.03
A18909-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.75mm 229x229mm Grey,,1.75 mm,229 mm,229 mm,7249.41
A18909-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.75mm 229x229mm Grey,,4.75 mm,229 mm,229 mm,17391.47
A18906-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.50mm 457x457mm Grey,,4.50 mm,457 mm,457 mm,65627.42
A18906-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.75mm 457x457mm Grey,,4.75 mm,457 mm,457 mm,69565.55
A18909-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4mm 229x229mm Grey,,4 mm,229 mm,229 mm,14332.19
EYG-S182310,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 180 x 230 x 0.1mm,,0.1 mm,180 mm,230 mm,1791.09
A18906-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 5mm 457x457mm Grey,,5 mm,457 mm,457 mm,75131.28
A18909-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.25mm 229x229mm Grey,,2.25 mm,229 mm,229 mm,8779.68
A18909-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 5mm 229x229mm Grey,,5 mm,229 mm,229 mm,18782.82
GF4500CVO-00-240-200CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap-Filling Material, 2-Part, 4.5W/m-K, 200ml Cartridge, TGF4500CVO",4.5 W/m-K,,,,5257.67
WTI7R1F1-1.00x0.75,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products Thermal Insulator Pad, 0.007"" Thickness, Rectangle",,,,,21.74
A17690-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7100,DC1 9x9",,,9 mm,9 mm,4452.84
A18863-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tputty SF560 Syringe 30cc Net 30cc,,,,,2399.36
A18906-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.75mm 457x457mm Grey,,3.75 mm,457 mm,457 mm,54052.43
A18906-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.25mm 457x457mm Grey,,4.25 mm,457 mm,457 mm,60766.65
A18909-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.75mm 229x229mm Grey,,2.75 mm,229 mm,229 mm,10372.64
A18909-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3mm 229x229mm Grey,,3 mm,229 mm,229 mm,11200.46
A18909-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.25mm 229x229mm Grey,,3.25 mm,229 mm,229 mm,12029.85
GPVO-0.250-AC-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8""x16"" Sheet, 0.250"" Thickness, 1 Side Adhesive, TGP800VO/VO",,,,,5337.36
7717-247NG,Aavid,Heat Sinks,"Heat Sinks Semi Mounting Pad for TO-5/TO-18, 16.51x12.7mm, 1.78mm Thickness",,12.7 mm,16.51 mm,12.7 mm,57.02
TGP7000ULM-0.125-02-0808,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP7000ULM, IDH 2474886",7 W/m-K,,,,9070.74
A10462-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgon 805, A0 18"" X 24"" X 0.005""",,,,,795.69
A18909-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.25mm 229x229mm Grey,,1.25 mm,229 mm,229 mm,5626.85
A18909-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.50mm 229x229mm Grey,,1.50 mm,229 mm,229 mm,6397.65
A18909-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.50mm 229x229mm Grey,,3.50 mm,229 mm,229 mm,12860.51
A18909-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.75mm 229x229mm Grey,,3.75 mm,229 mm,229 mm,13687.38
A18909-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.25mm 229x229mm Grey,,4.25 mm,229 mm,229 mm,15191.51
A18909-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 4.50mm 229x229mm Grey,,4.50 mm,229 mm,229 mm,16407.09
A18906-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.50mm 457x457mm Grey,,3.50 mm,457 mm,457 mm,50787.77
A18909-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2mm 229x229mm Grey,,2 mm,229 mm,229 mm,8029.98
A18909-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.50mm 229x229mm Grey,,2.50 mm,229 mm,229 mm,9613.49
HSP-7,Crydom,Relay Sockets & Fixings,Relay Sockets & Fixings Thermal Pad for PM22 SSRs Non-Adhesive,,,,,49.77
A10463-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgon 810,A0 18"" x 24""",,,,,905.0
SPA2000-0.015-00-10/250,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.015"" Thickness, 10""x250' Roll, Sil-Pad TSPA3000/A2000, IDH 2210152",,,,,142902.27
HSP-5,Crydom,Thermal Interface Products,Thermal Interface Products Thermal Pad for 3-phase SSR W/Adhsve,,,,,390.92
A10080-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 220 A0 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,2269.58
TGF 2900LVO-00-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, 2-Part, 2.9 W/m-K, Silicone, 400CC Cartridge, IDH 2859942",2.9 W/m-K,,,,13756.68
A14558-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 540 18x18"" 2.8W/mK gap filler",2.8 W/m-K,,18 mm,18 mm,5996.66
A15332-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3120 9"" x 9"" x 0.120""",,,,,1066.59
PP1000-0.009-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 12""x12"" Sheet, 0.009"" Thickness, Sil-Pad TSPPP1200/Poly-Pad 1000",,,,,3119.45
SP900S-0.009-AC-131,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, Low-Pressure, 0.009"" Thickness, 1 Side Adhesive, TSP1600S/900S",,,,,9.45
SP400-0.009-00-26,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator Plate for Sil-Pad 400, Sil-Pad TSP 900/Sil-Pad 400, IDH 2192683",,,,,12.92
GP1000SF-0.080-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 8""x16"" Sheet, 0.080"" Thickness, TGP1100SF/1000SF",,,,,4522.77
SP2000-0.020-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 12"" x 12"" Sheet, 0.020"" Thickness, SIL PAD TSP3500/2000, IDH 2165813",,,,,8569.58
SPA2000-0.015-AC-43,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.015"" Thickness, 1 Side Adhesive, Sil-Pad TSPA3000/A2000, BG425200",,,,,46.62
EYG-S182307,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet,,,,,1601.46
GP1000HD-0.020-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Highly Durable, 8""x16"" Sheet, 0.020"" Thickness, TGP1000HD/1000HD",,,,,1606.19
A10464-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgon 820,A0 18"" x 24""",,,,,1094.94
COH-4065LVC-200-20,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 6.5 W/mK, Square, 200x200mm, 2mm Thick, Both Sides Tacky, Alpha Gel",6.5 W/m-K,200 mm,200 mm,200 mm,1897.56
7717-3DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-5, Circular, DAP, 1.9x8.71mm",,8.71 mm,1.9 mm,8.71 mm,40.01
7717-15DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-5, Circular, DAP, 0.51x8.89mm",,8.89 mm,0.51 mm,8.89 mm,20.48
7717-167NG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-5, Nylon, Diameter 8.71mm",,8.71 mm,,,45.05
SPK10-0.006-AC-61,Bergquist Company,Thermal Interface Products,"Thermal Interface Products SIL PAD, 0.006"" Thickness, 1 Side Adhesive, 19.05x10.41mm, TSPK1300/K-10",,10.41 mm,19.05 mm,10.41 mm,37.49
7717-86DAPG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for TO-5, Circular, DAP, 1.9x8.71mm",,8.71 mm,1.9 mm,8.71 mm,39.69
A14426-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6180 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,8228.12
5519-155x210,3M Electronic Specialty,Thermal Interface Products,Thermal Interface Products THERM COND INT PAD 1.5MM 155MMX210MM,,1.5 mm,,,1949.54
1009-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Sil-Pad, 0.009"" Thickness, Sil-Pad TSP 1200 Series / Sil-Pad 1000 Series",,,,,16.38
A17752-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD93750 9x9,,,9 mm,9 mm,13941.59
A18444-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,2.75",,,9 mm,9 mm,10542.11
GF1100SF-00-15-50CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Conductive, Sil-Free, 50CC Dual Cartridge, TGF1100SF/1100SF",,,,,1547.6
57GF10500500500100,Laird Technologies,Thermal Interface Products,Thermal Interface Products GOF2000 THERMAL GASKET,,,,,6.3
A18444-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products 9x9IN, Tflex HD7.5,1.75",,,9 mm,9 mm,7586.15
GF1100SF-00-240-400CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Gap Filler, Thermally Conductive, Sil-Free, 400CC Kit, TGF1100SF/1100SF",,,,,6915.83
EYG-R1216ZLWD,Panasonic,Thermal Interface Products,Thermal Interface Products 160 mmx120 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,160 mm,,,792.54
A17682-010,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex UT20250 9 x 9,,,9 mm,9 mm,656.15
EYG-S091207,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 90X115X0.07mm,,0.07 mm,90 mm,115 mm,470.93
EYG-R0918ZLX2,Panasonic,Thermal Interface Products,Thermal Interface Products 180 mmx90 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,180 mm,,,788.76
EYG-R1431ZLAA,Panasonic,Thermal Interface Products,Thermal Interface Products 308 mmx140 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,308 mm,,,2000.57
57GF10500260500100,Laird Technologies,Thermal Interface Products,Thermal Interface Products GOF1000 5.0mm x 5.0mm x 2.6mm,,5.0 mm,,,5.99
A18906-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.75mm 457x457mm Grey,,2.75 mm,457 mm,457 mm,40962.29
A18053-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex 330TG  9x9in,,,9 mm,9 mm,555.03
A18906-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 3.25mm 457x457mm Grey,,3.25 mm,457 mm,457 mm,47507.99
7717-21NG,Aavid,Heat Sinks,"Heat Sinks Semiconductor Mounting Pad for IC, Nylon, 10 Leads, 12.70mm OD, 6.99mm Thickness",,12.70 mm,,,46.94
A18906-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1mm 457x457mm Grey,,1 mm,457 mm,457 mm,18053.91
A18906-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.75mm 457x457mm Grey,,1.75 mm,457 mm,457 mm,27872.78
A18909-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1mm 229x229mm Grey,,1 mm,229 mm,229 mm,4796.51
A18906-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 2.25mm 457x457mm Grey,,2.25 mm,457 mm,457 mm,34416.59
A18906-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Thickness 1.25mm 457x457mm Grey,,1.25 mm,457 mm,457 mm,21323.61
GF2000-00-600-50CC,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Liquid Gap Filler, 50CC Dual Cartridge, Gap Filler TGF 2000/2000, IDH 2166655",,,,,1547.6
5519-0.5,3M Electronic Specialty,Thermal Interface Products,Thermal Interface Products THERM COND INT PAD 0.5MM 155MMX210MM,,0.5 mm,,,1363.32
A18053-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX 340TG,,,,,576.77
PL-1-6-76X127-60,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 6 W/mK, 76.2x127mm, Grey",6 W/m-K,1 mm,76.2 mm,127 mm,634.41
5516S-2,3M Electronic Specialty,Thermal Interface Products,Thermal Interface Products,,,,,4543.56
A10464-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TGON 820,A1",,,,,1591.38
EYG-S1014ZLAD,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Infineon,,,,,627.8
T11-1-2.00A-01-10L,AIRPAX,Circuit Breakers,Circuit Breakers Cir Brkr Hyd Mag,,,,,634.73
COH-3114LVC-200-10,Taica,Thermal Interface Products,"Thermal Interface Products Thermal Interface Gap Pad, 8.2 W/mK, Square, 200x200mm, 1mm Thickness, Alpha Gel",8.2 W/m-K,200 mm,200 mm,200 mm,1917.41
PLX-1-3-210X310-30,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 210x310mm, Blue",3 W/m-K,1 mm,210 mm,310 mm,2145.47
EYG-S060910,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheets,,,,,155.3
SSR-THERMOPAD,Opto 22,Relay Sockets & Fixings,"Relay Sockets & Fixings Thermal conductive pad for Power Series SSR heatsink, 10 pack",,,,,3742.83
PLF-1-3-76X127-70,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 3 W/m-K, 76x127mm, White",3 W/m-K,1 mm,76 mm,127 mm,645.75
A10080-34,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 220 A0 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,9695.39
EYG-R0303ZLSP,Panasonic,Thermal Interface Products,Thermal Interface Products 32 mmx29 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,32 mm,,,201.29
EYG-R1431ZRAA,Panasonic,Thermal Interface Products,Thermal Interface Products 308 mmx140 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,308 mm,,,2768.85
A17820-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX HD91000,DC1",,,,,4564.04
EYG-R0909ZLX2,Panasonic,Thermal Interface Products,Thermal Interface Products 90 mmx90 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,90 mm,,,411.08
EYG-S1216ZLWD,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Infineon,,,,,681.98
EYG-R1212ZLGC,Panasonic,Thermal Interface Products,Thermal Interface Products 120 mmx120 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,120 mm,,,926.42
EYG-R0612ZLWF,Panasonic,Thermal Interface Products,Thermal Interface Products 120 mmx60 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,120 mm,,,367.92
EYG-S121810DP,Panasonic,Thermal Interface Products,Thermal Interface Products 100um 115 x 180mm 400C,,180 mm,115 mm,180 mm,864.68
EYG-S121810,Panasonic,Thermal Interface Products,Thermal Interface Products PGS Graphite Sheet 115X180X0.1mm,,0.1 mm,115 mm,180 mm,859.64
7717-16NG,Aavid,Heat Sinks,"Heat Sinks Semi Mounting Pad for TO-18, Nylon, 4 Leads, 5.08mm OD, 0.51mm Thickness",,5.08 mm,,,31.19
T11-2-5.00A-01-10L,AIRPAX,Circuit Breakers,Circuit Breakers,,,,,744.98
EYG-R1212ZRGC,Panasonic,Thermal Interface Products,Thermal Interface Products 120 mmx120 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,120 mm,,,1285.2
EYG-R0917ZRWC,Panasonic,Thermal Interface Products,Thermal Interface Products 168 mmx85 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,168 mm,,,1094.0
EYG-R0925ZLWA,Panasonic,Thermal Interface Products,Thermal Interface Products 246 mmx85 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,246 mm,,,1508.54
EYG-R1516ZLSB,Panasonic,Thermal Interface Products,Thermal Interface Products 158 mmx148 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,158 mm,,,1521.14
EYG-R1316ZLAC,Panasonic,Thermal Interface Products,Thermal Interface Products 163 mmx125 mmx0.25 mm250 W/m-K - 55 C+ 400 C,250 W/m-K,163 mm,,,1514.21
EYG-S1431ZLAA,Panasonic,Thermal Interface Products,Thermal Interface Products Soft PGS - IGBT Mod Mitsubishi Elec.,,,,,1594.22
CD-02-05-190,Wakefield Thermal,Thermal Interface Products,"Thermal Interface Products ulTIMiFlux Dielectric Phase Change, 7.75"" x 10.00"" Rectangular Pad, 0.003"" Thick",,,,,1391.99
EYG-R0612ZRWF,Panasonic,Thermal Interface Products,Thermal Interface Products 120 mmx60 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,120 mm,,,510.93
EYG-R1018ZRSA,Panasonic,Thermal Interface Products,Thermal Interface Products 182.5 mmx104.5 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,182.5 mm,,,1289.61
EYG-R0925ZRWA,Panasonic,Thermal Interface Products,Thermal Interface Products 246 mmx85 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,246 mm,,,2111.45
EYG-R1315ZRGA,Panasonic,Thermal Interface Products,Thermal Interface Products 150 mmx129.5 mmx0.35 mm200 W/m-K - 55 C+ 400 C,200 W/m-K,150 mm,,,2111.45
HS300-TP2,Ohmite,Thermal Interface Products,Thermal Interface Products HS300 RESISTOR THERMAL PAD,,,,,343.67
T11-4-3.00A-26478-2,AIRPAX,Circuit Breakers,Circuit Breakers CIRCUIT BREAKER,,,,,642.29
4003G,Aavid,Thermal Interface Products,"Thermal Interface Products Thermalsil III Pad for TO-3, Beryllium Oxide Ceramic, 39.65x26.67x 1.575mm",,1.575 mm,39.65 mm,26.67 mm,1281.11
EK 164S,White-Rodgers,Heat Exchangers,"Heat Exchangers EK PREMIUM COMPACTED BEAD LIQUID LINE FILTER DRIER 20 MICRON OUTLET PAD, FOR CFC HCFC, HFC INCLUDING R-12, R-134A, R-22, R-404A, R-407C, R-410A, R-500, R-502, R-507, SIZE 16 CU. IN., CONNECTIONS 1/2"" X 1/2"" ODF, ACCESS TYPE, NONE",,,,,1027.85
COH-1019LVC-200-20,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 1.9 W/mK, Square, 200x200mm, 2mm Thick, Both Sides Tacky, Alpha Gel",1.9 W/m-K,200 mm,200 mm,200 mm,1093.68
COH-1019LVC-200-10,Taica,Thermal Interface Products,"Thermal Interface Products Gap Pad, 1.9 W/mK, Square, 200x200mm, 1mm Thick, Both Sides Tacky, Alpha Gel",1.9 W/m-K,200 mm,200 mm,200 mm,767.03
