MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
06450-M,Qualtek,"Fans, Blowers, Thermal Management",120mm Sq Fan Filter/Screen Aluminum Washable in solvent or degreaser,,120 mm,,,84.11
DV-T263-201E-TR,Ohmite,"Fans, Blowers, Thermal Management",Heat Sink TO-263 (D²Pak) Aluminum 2.0W @ 30°C Top Mount,,"0.480"" (12.19mm)","1.020"" (25.91mm)","0.500"" (12.70mm)",89.78
DV-T263-101E-TR,Ohmite,"Fans, Blowers, Thermal Management",Heat Sink TO-263 (D²Pak) Aluminum 2.0W @ 30°C Top Mount,,"0.400"" (10.16mm)","1.020"" (25.91mm)","0.500"" (12.70mm)",91.04
WV-T247-101E,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-247 Aluminum 1.0W @ 20°C Board Level, Vertical",,"0.630"" (16.00mm)","0.921"" (23.40mm)","1.260"" (32.00mm)",101.12
06325-SS,Qualtek,"Fans, Blowers, Thermal Management",80mm Sq Fan Filter/Screen Stainless Steel Washable in solvent or degreaser,,80 mm,,,107.42
06450-SS,Qualtek,"Fans, Blowers, Thermal Management",120mm Sq Fan Filter/Screen Stainless Steel Washable in solvent or degreaser,,120 mm,,,148.05
C247-025-1VE,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-247 Aluminum 5.0W @ 60°C Board Level, Vertical",,"0.710"" (18.03mm)","1.500"" (38.10mm)","0.984"" (25.00mm)",179.24
TC3-1G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 1 gram Syringe,8.50W/m-K,,,,187.43
TC1-10G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 10 gram Syringe,0.67W/m-K,,,,281.93
250G,"Boyd Laconia, LLC","Fans, Blowers, Thermal Management",Thermal Silicone Compound 2 oz Tube,0.76W/m-K,,,,427.46
TG-N909-30,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 30 gram Container,9.00W/m-K,,,,466.83
CW7270,Chemtronics,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 7 gram Syringe,0.71W/m-K,,,,543.06
CW7250,Chemtronics,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 3.4 gram Syringe,1.85W/m-K,,,,707.18
GF1000-00-15-50CC,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 50cc Cartridge",1.00W/m-K,,,,801.05
120-8,Wakefield Thermal Solutions,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 8 oz Jar,0.73W/m-K,,,,965.16
GF1500-00-60-50CC,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 50cc Cartridge",1.80W/m-K,,,,984.69
846-80G,MG Chemicals,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 2.8 oz Container,-,,,,1035.72
8329TCS-6ML,MG Chemicals,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part 6 ml Syringe",1.40W/m-K,,,,1109.43
1978-DP,Techspray,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Compound 4 oz Tube,-,,,,1176.21
TC3-10G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 5cc Syringe,8.50W/m-K,,,,1195.43
65-02-GEL35VT-0030,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 30cc Syringe,3.50W/m-K,,,,1384.11
8329TFS-25ML,MG Chemicals,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part 25 ml Syringe",1.20W/m-K,,,,1575.95
GF3500S35-07-60-50CC,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 50cc Cartridge",3.60W/m-K,,,,1622.88
TC2-20G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 20 gram Syringe,4.30W/m-K,,,,1636.43
GF3500S35-00-60-50CC,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 50cc Cartridge",3.60W/m-K,,,,1699.74
A18835-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Liquid Gap Filler 50cc Cartridge,5.40W/m-K,,,,1729.04
A17170-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 75cc Cartridge,3.70W/m-K,,,,1880.24
65-00-GEL75-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 10cc Syringe,7.50W/m-K,,,,1921.82
8329TFS-50ML,MG Chemicals,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part 45 ml Cartridge",1.20W/m-K,,,,2247.53
ATS-EXL77-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.654"" (16.60mm)","4.754"" (120.75mm)","11.811"" (300.00mm)",2304.23
8329TCS-50ML,MG Chemicals,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part 50 ml Jar",1.40W/m-K,,,,2337.62
CW7100,Chemtronics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 6.5 gram Syringe,5.60W/m-K,,,,2415.42
65-02-GEL75-0030,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 30cc Syringe,7.50W/m-K,,,,2570.72
1978-1,Techspray,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Compound 1 lb Can,-,,,,2573.24
TC4-20G,Chip Quik Inc.,"Fans, Blowers, Thermal Management","Thermal Thermal Compound, Liquid Metal 20 gram Syringe",79.00 W/m-K,,,,2678.45
8349TFM-45ML,MG Chemicals,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part 45 ml Jar",0.90W/m-K,,,,2768.54
ATS-EXL312-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.180"" (29.97mm)","3.160"" (80.26mm)","11.811"" (300.00mm)",3167.64
ATS-EXL76-300-R1,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.575"" (40.00mm)","3.677"" (93.40mm)","11.811"" (300.00mm)",3244.82
A17262-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Silicone Gap Filler 50cc Cartridge,6.40W/m-K,,,,3693.06
TC2-50G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 50 gram Jar,4.30W/m-K,,,,3778.43
127-20-10,Wakefield Thermal Solutions,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 1 gram Syringe,20.00W/m-K,,,,4563.41
1188118,LOCTITE,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part (Order Catalyst Separately) 1.36 kg Container",-,,,,5206.32
ATS-EXL108-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"2.165"" (54.99mm)","9.449"" (240.00mm)","11.811"" (300.00mm)",5222.7
GF3500S35-00-60-400CC,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 400cc Cartridge",3.60W/m-K,,,,9014.36
1188119,LOCTITE,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part (Order Catalyst Separately) 8.16 kg Container",-,,,,9994.01
06325-M,Qualtek,"Fans, Blowers, Thermal Management",80mm Sq Fan Filter/Screen Aluminum Washable in solvent or degreaser,,80 mm,,,64.89
06362-M,Qualtek,"Fans, Blowers, Thermal Management",92mm Sq Fan Filter/Screen Aluminum Washable in solvent or degreaser,,92 mm,,,69.62
06250-SS,Qualtek,"Fans, Blowers, Thermal Management",60mm Sq Fan Filter/Screen Stainless Steel Washable in solvent or degreaser,,60 mm,,,94.82
06362-SS,Qualtek,"Fans, Blowers, Thermal Management",92mm Sq Fan Filter/Screen Stainless Steel Washable in solvent or degreaser,,92 mm,,,117.18
C40-058-VE,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-247, TO-264, SOT-227 Aluminum Board Level, Vertical",,"1.260"" (32.00mm)","1.724"" (43.79mm)","2.283"" (58.00mm)",180.18
C60-075-VE,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-220, TO-247, TO-264 Aluminum Board Level, Vertical",,"1.610"" (40.89mm)","2.480"" (62.99mm)","2.953"" (75.00mm)",392.81
TC1-20G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 20 gram Syringe,0.67W/m-K,,,,407.93
ATS-EXL59-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.630"" (16.00mm)","0.551"" (14.00mm)","11.811"" (300.00mm)",502.11
65-00-GREASE15-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 10cc Syringe,1.50W/m-K,,,,535.5
ATS-EXL67-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.531"" (13.50mm)","1.083"" (27.50mm)","11.811"" (300.00mm)",565.43
65-00-GREASE50-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 10cc Jar,5.00W/m-K,,,,591.26
1977-DP,Techspray,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 4 oz Tube,-,,,,717.57
ATS-EXL1-254-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.394"" (10.00mm)","3.967"" (100.76mm)","10.000"" (254.00mm)",862.79
ATS-EXL68-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.984"" (25.00mm)","2.010"" (51.00mm)","11.811"" (300.00mm)",1047.38
TG-N8000-30,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Putty 30 gram Jar,8.00W/m-K,,,,1581.3
65-02-GEL50TBL-0030,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 30cc Syringe,5.00W/m-K,,,,1705.73
ATS-EXL78-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.299"" (7.60mm)","5.748"" (146.00mm)","11.811"" (300.00mm)",1962.14
ATS-EXL100-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.319"" (33.50mm)","5.118"" (130.00mm)","11.811"" (300.00mm)",2332.58
ATS-EXL424-288-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.650"" (16.51mm)","7.402"" (188.00mm)","11.339"" (288.00mm)",2450.39
ATS-EXL117-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.492"" (12.50mm)","9.213"" (234.00mm)","11.811"" (300.00mm)",4039.56
DP-100-30,Taica North America Corporation,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 30 ml Syringe,-,,,,4272.66
ATS-EXL109-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.262"" (32.05mm)","7.874"" (200.00mm)","48.032"" (1220.00mm)",14172.17
DV-T268-301E-TR,Ohmite,"Fans, Blowers, Thermal Management",Heat Sink TO-268 (D³Pak) Aluminum 7.0W @ 35°C Top Mount,,"0.460"" (11.68mm)","1.580"" (40.13mm)","0.500"" (12.70mm)",111.51
ATS-EXL7-254-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.551"" (14.00mm)","3.976"" (101.00mm)","9.764"" (248.00mm)",1188.81
ATS-EXL120-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.551"" (14.00mm)","3.150"" (80.00mm)","11.811"" (300.00mm)",2565.99
ATS-EXL115-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.181"" (30.00mm)","4.724"" (120.00mm)","11.811"" (300.00mm)",2771.69
ATS-EXL84-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.984"" (25.00mm)","2.756"" (70.00mm)","48.032"" (1220.00mm)",3144.02
ATS-EXL312-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.180"" (29.97mm)","3.160"" (80.26mm)","48.032"" (1220.00mm)",10433.43
ATS-EXL117-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.492"" (12.50mm)","9.213"" (234.00mm)","48.032"" (1220.00mm)",10831.59
CR101-50VE,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-101 Aluminum Alloy Board Level, Vertical",,-,"1.063"" (27.00mm)","1.969"" (50.00mm)",150.57
ATS-EXL118-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.484"" (12.30mm)","1.996"" (50.70mm)","11.811"" (300.00mm)",1619.42
PV-T2X-38E,Ohmite,"Fans, Blowers, Thermal Management","Heat Sink TO-220, TO-247, TO-264 Aluminum Board Level, Vertical",,"1.500"" (38.10mm)","0.690"" (17.53mm)","1.180"" (29.97mm)",287.28
SILV5-THERMAL-PASTE,StarTech.com,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 1.5 gram Syringe,3.20W/m-K,,,,1042.02
S-PUTTY-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Silicone Putty 100 gram Cartridge,3.50W/m-K,,,,1180.94
N-PUTTY-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Non-Silicone Putty 100 gram Cartridge,3.50W/m-K,,,,1184.4
G3380NA-120,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 120 gram Cartridge,1.30W/m-K,,,,1598.94
S-PUTTY2-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Silicone Putty 100 gram Cartridge,6.00W/m-K,,,,1687.77
H-PUTTY2-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Silicone Putty 100 gram Cartridge,6.00W/m-K,,,,1776.6
N-PUTTY2-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Non-Silicone Putty 100 gram Cartridge,5.00W/m-K,,,,2072.7
EPDM30-135,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 50 ml Cartridges",3.00W/m-K,,,,2901.78
D2000-140,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management","Thermal Silicone Grease, 2 Part 140 gram Cartridge",2.00W/m-K,,,,3523.59
N-PUTTY3-100,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal,,,,,3720.78
X-PUTTY-900,"Shiu Li Technology Co., Ltd.","Fans, Blowers, Thermal Management",Thermal Silicone Putty 900 gram Container,3.00W/m-K,,,,6477.03
65-00-GEL50TBL-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 10cc Syringe,5.00W/m-K,,,,1392.3
65-02-GEL50VT-0030,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 30cc Syringe,5.20W/m-K,,,,1752.03
1188124,LOCTITE,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part (Order Catalyst Separately) 3 lb Container",-,,,,5487.62
A18578-08,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Liquid Gap Filler 75cc Cartridge,9.10W/m-K,,,,6280.16
TG-N909-1000,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 1 kg Container,9.00W/m-K,,,,12703.01
ATS-EXL58-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.315"" (8.00mm)","0.236"" (6.00mm)","11.811"" (300.00mm)",377.69
ATS-EXL61-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.236"" (6.00mm)","0.591"" (15.00mm)","11.811"" (300.00mm)",416.12
ATS-EXL66-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.157"" (4.00mm)","1.000"" (25.40mm)","11.811"" (300.00mm)",433.76
TC3-3.5G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 3.5 gram Syringe,8.50W/m-K,,,,470.93
TC4-2G,Chip Quik Inc.,"Fans, Blowers, Thermal Management","Thermal Thermal Compound, Liquid Metal 2 gram Syringe",79.00 W/m-K,,,,558.18
65-00-GREASE30-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 10cc Syringe,3.00W/m-K,,,,563.22
65-00-GREASE70-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 10cc Syringe,7.00W/m-K,,,,607.95
TC4-5G,Chip Quik Inc.,"Fans, Blowers, Thermal Management","Thermal Thermal Compound, Liquid Metal 5 gram Syringe",79.00 W/m-K,,,,705.92
ATS-EXL63-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.378"" (35.00mm)","0.984"" (25.00mm)","11.811"" (300.00mm)",796.01
ATS-EXL73-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.394"" (10.00mm)","1.772"" (45.00mm)","11.811"" (300.00mm)",854.91
TC2-10G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 10 gram Syringe,4.30W/m-K,,,,880.43
65-00-GEL37-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 10cc Syringe,3.70W/m-K,,,,926.73
65-00-GEL35VT-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 10cc Syringe,3.50W/m-K,,,,1013.67
ATS-EXL75-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.728"" (18.50mm)","2.976"" (75.60mm)","11.811"" (300.00mm)",1226.3
65-00-GEL20-0010,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Gel Gap Filler 10cc Syringe,2.4W/m-K,,,,1235.12
TC4-10G,Chip Quik Inc.,"Fans, Blowers, Thermal Management","Thermal Thermal Compound, Liquid Metal 10 gram Syringe",79.00 W/m-K,,,,1362.06
TC1-200G,Chip Quik Inc.,"Fans, Blowers, Thermal Management",Thermal Silicone Compound 200 gram Jar,0.67W/m-K,,,,1573.43
TG4040-D-30CC,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Silicone Putty 30cc Syringe,3.00W/m-K,,,,1669.82
ATS-EXL74-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.590"" (15.00mm)","2.756"" (70.00mm)","11.811"" (300.00mm)",1913.31
65-00-CIP60-0200,Parker Chomerics,"Fans, Blowers, Thermal Management","Thermal Silicone Compound, 2 Part 200cc Cartridge",6.00W/m-K,,,,2370.06
ATS-EXL102-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.063"" (27.00mm)","7.047"" (179.00mm)","11.811"" (300.00mm)",2457.95
ATS-EXL101-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.362"" (34.60mm)","6.000"" (152.40mm)","11.811"" (300.00mm)",2584.58
ATS-EXL119-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.551"" (14.00mm)","3.740"" (95.00mm)","11.811"" (300.00mm)",2799.41
TG-A7000-55CC,t-Global Technology,"Fans, Blowers, Thermal Management",Thermal Silicone Putty 50cc Syringe,7.00W/m-K,,,,2968.56
ATS-EXL1-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.394"" (10.00mm)","3.967"" (100.76mm)","48.032"" (1220.00mm)",3249.23
ATS-EXL109-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.262"" (32.05mm)","7.874"" (200.00mm)","11.811"" (300.00mm)",3707.87
A18876-01,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal,,,,,3998.3
127-12-10,Wakefield Thermal Solutions,"Fans, Blowers, Thermal Management",Thermal Non-Silicone Grease 1 gram Syringe,12.00W/m-K,,,,4378.19
65-00-GREASE30-0160,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 160cc Container,3.00W/m-K,,,,4409.06
A18835-02,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Liquid Gap Filler 200cc Cartridge,5.40W/m-K,,,,4668.62
ATS-EXL114-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.181"" (30.00mm)","3.150"" (80.00mm)","48.032"" (1220.00mm)",4724.06
65-00-GREASE70-0160,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Grease 160cc Container,7.00W/m-K,,,,4758.39
A18876-03,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal,,,,,4794.62
A10548-5,Laird Technologies - Thermal Materials,"Fans, Blowers, Thermal Management",Thermal Silicone Putty 100cc Jar,3.00W/m-K,,,,4954.95
65-01-GEL37-0180,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 180cc Syringe,3.70W/m-K,,,,5074.34
ATS-EXL116-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.673"" (42.50mm)","2.031"" (51.60mm)","48.032"" (1220.00mm)",6271.34
ATS-EXL105-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.949"" (49.50mm)","13.465"" (342.00mm)","11.811"" (300.00mm)",6478.29
65-02-GEL50VT-0180,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 180cc Syringe,5.20W/m-K,,,,6890.0
1188134,LOCTITE,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part (Order Catalyst Separately) 3 lb Container",2.78W/m-K,,,,7393.05
ATS-EXL2-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.790"" (20.00mm)","3.967"" (100.76mm)","48.032"" (1220.00mm)",7508.03
65-02-GEL75VT-0180,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 180cc Cartridge,7.50W/m-K,,,,7731.68
ATS-EXL424-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.650"" (16.51mm)","7.402"" (188.00mm)","48.032"" (1220.00mm)",8467.2
2761872,Bergquist,"Fans, Blowers, Thermal Management","Thermal Liquid Gap Filler, 2 Part 400cc Cartridge",3.00W/m-K,,,,10019.52
65-00-GEL50VT-0300,Parker Chomerics,"Fans, Blowers, Thermal Management",Thermal Silicone Gel 300cc Syringe,5.20W/m-K,,,,11429.46
ATS-EXL100-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.319"" (33.50mm)","5.118"" (130.00mm)","48.032"" (1220.00mm)",11923.7
1188135,LOCTITE,"Fans, Blowers, Thermal Management","Thermal Epoxy, 2 Part (Order Catalyst Separately) 20 lb Container",2.78W/m-K,,,,14204.61
ATS-EXL108-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"2.165"" (54.99mm)","9.449"" (240.00mm)","48.032"" (1220.00mm)",19764.36
ATS-EXL105-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.949"" (49.50mm)","13.465"" (342.00mm)","48.032"" (1220.00mm)",24988.01
ATS-EXL71-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.315"" (8.00mm)","1.457"" (37.00mm)","11.811"" (300.00mm)",620.55
ATS-EXL62-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.689"" (17.50mm)","0.955"" (24.26mm)","11.811"" (300.00mm)",781.2
ATS-EXL113-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.181"" (30.00mm)","1.575"" (40.00mm)","11.811"" (300.00mm)",1098.41
ATS-EXL84-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.984"" (25.00mm)","2.756"" (70.00mm)","11.811"" (300.00mm)",1169.28
ATS-EXL58-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.315"" (8.00mm)","0.236"" (6.00mm)","48.032"" (1220.00mm)",1373.72
ATS-EXL99-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.358"" (34.50mm)","3.937"" (100.00mm)","11.811"" (300.00mm)",1639.26
ATS-EXL59-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.630"" (16.00mm)","0.551"" (14.00mm)","48.032"" (1220.00mm)",1723.37
ATS-EXL67-1220-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.531"" (13.50mm)","1.083"" (27.50mm)","48.032"" (1220.00mm)",1931.9
ATS-EXL104-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"1.350"" (34.29mm)","4.245"" (107.82mm)","11.811"" (300.00mm)",2070.18
ATS-EXL121-300-R0,Advanced Thermal Solutions Inc.,"Fans, Blowers, Thermal Management","Heat Sink Aluminum Top Mount, Extrusion",,"0.551"" (14.00mm)","2.362"" (60.00mm)","11.811"" (300.00mm)",2089.71
